ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
000016.SH,2005-04-19,809.361,805.523,811.066,802.589,806.389,2.972,0.3686,3609092.0,2113496.998
000016.SH,2005-04-20,798.517,808.621,808.621,793.902,809.361,-10.844,-1.3398,2911894.0,1567213.79
000016.SH,2005-04-21,793.445,796.117,803.413,790.104,798.517,-5.072,-0.6352,3720094.0,2049040.846
000016.SH,2005-04-22,794.819,792.201,800.164,791.636,793.445,1.374,0.1732,3721833.0,2098667.955
000016.SH,2005-04-25,790.749,792.944,794.457,783.598,794.819,-4.07,-0.5121,4026407.0,1975297.91
000016.SH,2005-04-26,792.303,789.887,797.697,784.932,790.749,1.554,0.1965,3810025.0,1954558.773
000016.SH,2005-04-27,782.432,790.471,791.224,781.946,792.303,-9.871,-1.2459,4126604.0,2187345.876
000016.SH,2005-04-28,793.878,779.699,797.743,773.383,782.432,11.446,1.4629,5350775.0,2886503.387
000016.SH,2005-04-29,789.732,793.452,798.212,786.392,793.878,-4.146,-0.5222,4109545.0,2238532.62
000016.SH,2005-05-09,775.321,790.825,795.092,775.321,789.732,-14.411,-1.8248,3032140.0,1590645.28
000016.SH,2005-05-10,779.099,772.609,780.078,764.848,775.321,3.778,0.4873,4223893.0,2392585.44
000016.SH,2005-05-11,771.586,778.275,782.214,770.085,779.099,-7.513,-0.9643,3105299.0,1690750.284
000016.SH,2005-05-12,753.875,770.818,771.573,753.573,771.586,-17.711,-2.2954,4285749.0,2481779.328
000016.SH,2005-05-13,757.304,752.323,768.403,749.838,753.875,3.429,0.4548,4818310.0,2343460.972
000016.SH,2005-05-16,747.871,754.779,756.622,742.409,757.304,-9.433,-1.2456,3262005.0,1722534.602
000016.SH,2005-05-17,750.711,745.846,757.878,741.83,747.871,2.84,0.3797,3157596.0,1513152.159
000016.SH,2005-05-18,752.662,751.56,760.535,743.895,750.711,1.951,0.2599,2943064.0,1651839.058
000016.SH,2005-05-19,754.785,752.981,757.737,742.781,752.662,2.123,0.2821,3475075.0,1664489.408
000016.SH,2005-05-20,753.071,754.165,760.016,749.711,754.785,-1.714,-0.2271,2956331.0,1410323.55
000016.SH,2005-05-23,737.741,749.827,749.827,736.469,753.071,-15.33,-2.0357,2602150.0,1268098.676
000016.SH,2005-05-24,737.35,734.533,740.233,726.274,737.741,-0.391,-0.053,3870226.0,1786858.175
000016.SH,2005-05-25,737.538,737.121,744.515,731.725,737.35,0.188,0.0255,2507115.0,1217550.315
000016.SH,2005-05-26,728.697,737.098,741.355,727.238,737.538,-8.841,-1.1987,2354867.0,1137997.125
000016.SH,2005-05-27,724.522,726.94,736.159,723.321,728.697,-4.175,-0.5729,3337227.0,1624355.385
000016.SH,2005-05-30,729.067,723.104,731.859,717.823,724.522,4.545,0.6273,2508439.0,1183167.255
000016.SH,2005-05-31,730.997,729.887,737.944,728.448,729.067,1.93,0.2647,2920559.0,1367840.958
000016.SH,2005-06-01,719.025,730.121,735.559,717.68,730.997,-11.972,-1.6378,2999512.0,1469356.808
000016.SH,2005-06-02,701.373,716.797,718.507,697.015,719.025,-17.652,-2.455,4256310.0,2100347.02
000016.SH,2005-06-03,700.434,699.419,706.879,693.553,701.373,-0.939,-0.1339,3341607.0,1618448.883
000016.SH,2005-06-06,717.213,699.266,717.283,693.528,700.434,16.779,2.3955,3560221.0,1666013.658
000016.SH,2005-06-07,713.62,718.397,731.749,712.135,717.213,-3.593,-0.501,4671384.0,2291755.842
000016.SH,2005-06-08,772.134,729.805,775.001,720.397,713.62,58.514,8.1996,14244825.0,7039428.484
000016.SH,2005-06-09,778.577,774.301,790.391,762.372,772.134,6.443,0.8344,14480813.0,7174503.169
000016.SH,2005-06-10,766.663,777.98,777.98,761.977,778.577,-11.914,-1.5302,10095507.0,5267284.016
000016.SH,2005-06-13,759.917,762.001,765.596,747.419,766.663,-6.746,-0.8799,6756939.0,3304680.389
000016.SH,2005-06-14,754.548,761.982,772.858,753.852,759.917,-5.369,-0.7065,6257422.0,3217174.393
000016.SH,2005-06-15,745.216,752.296,754.463,743.55,754.548,-9.332,-1.2368,4724394.0,2490159.628
000016.SH,2005-06-16,757.392,745.202,757.872,742.96,745.216,12.176,1.6339,5083836.0,2795728.477
000016.SH,2005-06-17,762.178,761.093,765.334,756.189,757.392,4.786,0.6319,6396261.0,3399416.239
000016.SH,2005-06-20,780.291,764.102,781.812,759.338,762.178,18.113,2.3765,8045943.0,3592672.006
000016.SH,2005-06-21,770.295,779.887,779.887,769.307,780.291,-9.996,-1.2811,4617271.0,2068236.181
000016.SH,2005-06-22,774.15,768.017,774.528,766.027,770.295,3.855,0.5005,4022904.0,1884644.597
000016.SH,2005-06-23,768.331,773.584,776.209,767.746,774.15,-5.819,-0.7517,3173398.0,1525477.706
000016.SH,2005-06-24,772.319,766.598,772.704,764.424,768.331,3.988,0.519,3815350.0,1700632.995
000016.SH,2005-06-27,782.382,776.596,786.482,776.596,772.319,10.063,1.303,6072547.0,2855106.902
000016.SH,2005-06-28,775.634,779.685,779.685,773.383,782.382,-6.748,-0.8625,3609530.0,1573392.598
000016.SH,2005-06-29,772.02,782.567,782.879,771.423,775.634,-3.614,-0.4659,5250680.0,2508147.349
000016.SH,2005-06-30,758.717,770.961,770.961,755.886,772.02,-13.303,-1.7231,4295351.0,1894108.359
000016.SH,2005-07-01,748.046,756.24,756.24,746.743,758.717,-10.671,-1.4065,3281977.0,1652947.994
000016.SH,2005-07-04,747.086,744.286,747.667,738.315,748.046,-0.96,-0.1283,2952028.0,1292418.605
000016.SH,2005-07-05,741.205,743.722,745.983,736.237,747.086,-5.881,-0.7872,3806804.0,2319025.347
000016.SH,2005-07-06,734.768,742.138,744.075,732.471,741.205,-6.437,-0.8685,2857625.0,1531219.284
000016.SH,2005-07-07,735.554,733.871,739.208,731.648,734.768,0.786,0.107,2444907.0,1122976.414
000016.SH,2005-07-08,727.556,733.929,733.929,725.371,735.554,-7.998,-1.0873,2627786.0,1283627.553
000016.SH,2005-07-11,726.905,734.719,744.93,725.58,727.556,-0.651,-0.0895,3297888.0,1566829.12
000016.SH,2005-07-12,753.06,724.164,756.252,721.854,726.905,26.155,3.5981,7264520.0,3661268.958
000016.SH,2005-07-13,748.55,751.889,754.098,745.844,753.06,-4.51,-0.5989,3964952.0,1998032.032
000016.SH,2005-07-14,753.639,746.671,759.27,745.073,748.55,5.089,0.6798,4195496.0,2139333.848
000016.SH,2005-07-15,748.519,752.865,757.788,744.927,753.639,-5.12,-0.6794,3338828.0,1618061.653
000016.SH,2005-07-18,746.921,746.768,750.755,743.132,748.519,-1.598,-0.2135,2937647.0,1361770.598
000016.SH,2005-07-19,747.485,745.291,752.144,743.536,746.921,0.564,0.0755,3156551.0,1507667.753
000016.SH,2005-07-20,753.546,747.585,755.664,744.988,747.485,6.061,0.8109,3900027.0,1821115.017
000016.SH,2005-07-21,756.981,753.448,757.38,750.74,753.546,3.435,0.4558,3574120.0,1853936.105
000016.SH,2005-07-22,768.724,761.123,774.805,756.326,756.981,11.743,1.5513,10027352.0,4799998.17
000016.SH,2005-07-25,764.647,767.302,770.329,764.159,768.724,-4.077,-0.5304,4065982.0,2123323.104
000016.SH,2005-07-26,780.753,764.598,785.239,764.598,764.647,16.106,2.1063,9982260.0,4586133.637
000016.SH,2005-07-27,792.489,781.079,792.737,780.448,780.753,11.736,1.5032,7873262.0,3641296.869
000016.SH,2005-07-28,789.853,792.546,797.395,787.864,792.489,-2.636,-0.3326,7084350.0,3451296.91
000016.SH,2005-07-29,788.632,788.737,792.452,785.785,789.853,-1.221,-0.1546,5635019.0,2400946.824
000016.SH,2005-08-01,789.996,788.217,796.523,786.878,788.632,1.364,0.173,4227431.0,1898200.604
000016.SH,2005-08-02,797.348,790.306,797.527,787.818,789.996,7.352,0.9306,4606458.0,2153594.895
000016.SH,2005-08-03,797.744,798.392,805.123,797.049,797.348,0.396,0.0497,7745970.0,3492760.896
000016.SH,2005-08-04,795.145,796.072,798.529,792.622,797.744,-2.599,-0.3258,4620920.0,1988638.928
000016.SH,2005-08-05,812.329,798.202,812.655,797.884,795.145,17.184,2.1611,6853864.0,3675673.14
000016.SH,2005-08-08,812.722,814.123,818.977,811.362,812.329,0.393,0.0484,6508898.0,3370386.224
000016.SH,2005-08-09,814.611,811.904,815.124,806.511,812.722,1.889,0.2324,5508797.0,2838443.461
000016.SH,2005-08-10,822.164,814.675,822.242,812.884,814.611,7.553,0.9272,7003216.0,3289040.497
000016.SH,2005-08-11,832.238,822.571,832.892,821.714,822.164,10.074,1.2253,9549257.0,4770407.972
000016.SH,2005-08-12,822.329,833.955,834.985,817.79,832.238,-9.909,-1.1906,10085244.0,4885669.416
000016.SH,2005-08-15,839.512,832.149,839.868,826.455,822.329,17.183,2.0896,9933655.0,5518804.501
000016.SH,2005-08-16,828.229,840.066,842.841,824.45,839.512,-11.283,-1.344,8278171.0,4600222.76
000016.SH,2005-08-17,833.838,828.223,834.029,817.846,828.229,5.609,0.6772,7151731.0,3798211.137
000016.SH,2005-08-18,814.291,841.703,843.322,812.014,833.838,-19.547,-2.3442,15465823.0,7564720.352
000016.SH,2005-08-19,817.685,813.113,820.779,809.222,814.291,3.394,0.4168,8313833.0,3980049.571
000016.SH,2005-08-22,823.083,819.357,824.773,814.638,817.685,5.398,0.6602,8259903.0,4150542.403
000016.SH,2005-08-23,818.053,823.195,823.448,811.138,823.083,-5.03,-0.6111,6462631.0,3179673.176
000016.SH,2005-08-24,825.453,818.189,830.538,818.189,818.053,7.4,0.9046,7428816.0,3646750.937
000016.SH,2005-08-25,823.576,825.547,828.738,816.436,825.453,-1.877,-0.2274,6891055.0,3340115.541
000016.SH,2005-08-26,822.197,823.762,825.001,817.869,823.576,-1.379,-0.1674,5969516.0,2841920.883
000016.SH,2005-08-29,811.312,821.791,822.49,808.49,822.197,-10.885,-1.3239,5781239.0,2788725.309
000016.SH,2005-08-30,809.063,809.977,814.562,807.442,811.312,-2.249,-0.2772,4130860.0,1960544.324
000016.SH,2005-08-31,816.755,809.555,817.51,806.577,809.063,7.692,0.9507,3929366.0,2031461.42
000016.SH,2005-09-01,827.9,817.229,828.971,814.598,816.755,11.145,1.3645,6638056.0,3329067.089
000016.SH,2005-09-02,829.463,829.244,831.664,825.678,827.9,1.563,0.1888,5531768.0,2795105.229
000016.SH,2005-09-05,829.341,829.773,832.454,823.365,829.463,-0.122,-0.0147,5762091.0,2714440.426
000016.SH,2005-09-06,815.753,829.55,830.052,815.152,829.341,-13.588,-1.6384,6135587.0,3176387.532
000016.SH,2005-09-07,825.118,815.033,825.599,812.989,815.753,9.365,1.148,5939641.0,3102557.081
000016.SH,2005-09-08,827.116,826.648,830.672,822.118,825.118,1.998,0.2421,7123565.0,3906819.921
000016.SH,2005-09-09,823.639,827.0,832.116,820.943,827.116,-3.477,-0.4204,5484767.0,2714519.055
000016.SH,2005-09-12,821.978,824.441,826.055,818.965,823.639,-1.661,-0.2017,3894781.0,1957629.102
000016.SH,2005-09-13,829.92,821.542,830.345,819.601,821.978,7.942,0.9662,5185633.0,2438424.552
000016.SH,2005-09-14,834.013,831.193,834.265,828.165,829.92,4.093,0.4932,6734940.0,3366341.853
000016.SH,2005-09-15,833.509,834.444,834.999,831.063,834.013,-0.504,-0.0604,5019059.0,2509809.041
000016.SH,2005-09-16,830.621,833.56,834.972,828.635,833.509,-2.888,-0.3465,4267717.0,2179638.417
000016.SH,2005-09-19,831.569,831.04,832.566,828.222,830.621,0.948,0.1141,4474206.0,2482396.305
000016.SH,2005-09-20,827.266,832.218,833.1,824.093,831.569,-4.303,-0.5175,5807454.0,2849099.223
000016.SH,2005-09-21,811.135,827.009,827.009,810.106,827.266,-16.131,-1.9499,6779820.0,3212568.018
000016.SH,2005-09-22,796.939,808.892,809.352,789.936,811.135,-14.196,-1.7501,6373339.0,3180658.135
000016.SH,2005-09-23,793.163,796.09,800.678,791.514,796.939,-3.776,-0.4738,3681381.0,1859362.222
000016.SH,2005-09-26,793.73,793.307,796.475,790.442,793.163,0.567,0.0715,3266694.0,1723709.908
000016.SH,2005-09-27,782.235,793.714,796.371,781.126,793.73,-11.495,-1.4482,3995392.0,2078401.581
000016.SH,2005-09-28,782.998,781.727,787.857,780.765,782.235,0.763,0.0975,3096059.0,1629223.575
000016.SH,2005-09-29,792.251,784.151,792.711,784.151,782.998,9.253,1.1817,4611854.0,2227871.095
000016.SH,2005-09-30,793.652,792.788,794.936,789.688,792.251,1.401,0.1768,2782926.0,1427884.263
000016.SH,2005-10-10,787.748,792.759,793.809,787.041,793.652,-5.904,-0.7439,2241973.0,1137788.009
000016.SH,2005-10-11,796.071,787.274,796.379,785.742,787.748,8.323,1.0566,2204381.0,1167697.592
000016.SH,2005-10-12,795.324,796.045,797.971,791.727,796.071,-0.747,-0.0938,3957832.0,2252258.695
000016.SH,2005-10-13,788.361,795.053,797.594,787.824,795.324,-6.963,-0.8755,3626515.0,2097107.342
000016.SH,2005-10-14,777.492,788.398,790.793,775.308,788.361,-10.869,-1.3787,3195982.0,1773646.714
000016.SH,2005-10-17,769.321,776.262,777.245,765.707,777.492,-8.171,-1.0509,3912253.0,1946012.129
000016.SH,2005-10-18,771.448,769.572,773.775,767.141,769.321,2.127,0.2765,4581334.0,2220501.075
000016.SH,2005-10-19,769.682,771.037,777.751,767.653,771.448,-1.766,-0.2289,3790934.0,1823896.316
000016.SH,2005-10-20,773.676,768.619,774.055,764.426,769.682,3.994,0.5189,3470598.0,1732261.875
000016.SH,2005-10-21,774.058,773.522,777.857,770.806,773.676,0.382,0.0494,4146275.0,2004008.541
000016.SH,2005-10-24,771.154,774.581,774.581,767.041,774.058,-2.904,-0.3752,5040261.0,2281164.973
000016.SH,2005-10-25,765.029,771.019,771.374,763.786,771.154,-6.125,-0.7943,4252178.0,2072605.262
000016.SH,2005-10-26,749.125,763.119,763.119,747.002,765.029,-15.904,-2.0789,5422567.0,2415615.353
000016.SH,2005-10-27,751.261,747.505,753.734,744.08,749.125,2.136,0.2851,5380312.0,2493844.674
000016.SH,2005-10-28,749.964,751.21,756.157,742.228,751.261,-1.297,-0.1726,5045932.0,2218747.204
000016.SH,2005-10-31,759.239,749.192,761.79,747.727,749.964,9.275,1.2367,4863889.0,2100633.058
000016.SH,2005-11-01,757.053,758.268,759.531,748.721,759.239,-2.186,-0.2879,3423567.0,1623590.431
000016.SH,2005-11-02,762.938,757.927,768.098,757.927,757.053,5.885,0.7774,4612656.0,2010973.294
000016.SH,2005-11-03,755.777,763.06,767.118,753.535,762.938,-7.161,-0.9386,4956626.0,2290128.545
000016.SH,2005-11-04,758.924,755.543,760.343,753.547,755.777,3.147,0.4164,3337208.0,1637186.549
000016.SH,2005-11-07,754.201,758.45,758.729,749.212,758.924,-4.723,-0.6223,2738298.0,1337065.263
000016.SH,2005-11-08,758.322,753.323,759.667,749.392,754.201,4.121,0.5464,3538182.0,1533887.018
000016.SH,2005-11-09,756.171,758.505,763.737,755.299,758.322,-2.151,-0.2837,4684700.0,2128667.459
000016.SH,2005-11-10,746.352,756.21,756.562,745.048,756.171,-9.819,-1.2985,3901463.0,1743964.1
000016.SH,2005-11-11,746.45,745.173,748.517,740.094,746.352,0.098,0.0131,3132113.0,1369896.022
000016.SH,2005-11-14,743.345,746.057,746.993,740.978,746.45,-3.105,-0.416,1909156.0,837873.549
000016.SH,2005-11-15,739.234,743.366,748.555,737.438,743.345,-4.111,-0.553,2856562.0,1394150.726
000016.SH,2005-11-16,744.138,739.069,744.169,733.032,739.234,4.904,0.6634,3101622.0,1438925.183
000016.SH,2005-11-17,743.799,743.8,745.971,739.579,744.138,-0.339,-0.0456,2918399.0,1229085.087
000016.SH,2005-11-18,760.566,743.926,765.042,743.303,743.799,16.767,2.2542,6702009.0,3095545.705
000016.SH,2005-11-21,758.555,758.234,760.822,754.985,760.566,-2.011,-0.2644,4651110.0,1908845.526
000016.SH,2005-11-22,747.307,758.42,758.42,747.259,758.555,-11.248,-1.4828,4910246.0,1868941.339
000016.SH,2005-11-23,754.156,746.395,755.53,744.405,747.307,6.849,0.9165,5223614.0,1815135.104
000016.SH,2005-11-24,761.662,753.435,765.618,752.713,754.156,7.506,0.9953,7838338.0,3107948.244
000016.SH,2005-11-25,766.678,761.554,766.787,758.455,761.662,5.016,0.6586,7782026.0,2913015.334
000016.SH,2005-11-28,762.905,765.27,770.842,760.213,766.678,-3.773,-0.4921,5273204.0,2133708.554
000016.SH,2005-11-29,755.293,761.923,763.098,753.917,762.905,-7.612,-0.9978,4527584.0,1763663.524
000016.SH,2005-11-30,759.633,754.487,759.962,751.9,755.293,4.34,0.5746,4132642.0,1769678.041
000016.SH,2005-12-01,758.936,759.346,763.651,756.526,759.633,-0.697,-0.0918,3244926.0,1495920.542
000016.SH,2005-12-02,757.021,758.69,762.603,753.38,758.936,-1.915,-0.2523,3821218.0,1770303.121
000016.SH,2005-12-05,751.353,756.037,756.065,750.178,757.021,-5.668,-0.7487,3803362.0,1688297.948
000016.SH,2005-12-06,760.202,750.156,762.003,748.013,751.353,8.849,1.1777,5008981.0,2331706.362
000016.SH,2005-12-07,767.543,760.014,767.714,758.673,760.202,7.341,0.9657,4593752.0,2118098.167
000016.SH,2005-12-08,765.555,767.782,772.741,762.462,767.543,-1.988,-0.259,4112508.0,2016711.76
000016.SH,2005-12-09,777.031,765.247,777.649,762.986,765.555,11.476,1.499,5037545.0,2349406.691
000016.SH,2005-12-12,774.709,776.193,777.464,772.611,777.031,-2.322,-0.2988,3465475.0,1743956.02
000016.SH,2005-12-13,773.589,774.064,774.8,767.612,774.709,-1.12,-0.1446,3729903.0,1847858.821
000016.SH,2005-12-14,778.494,773.038,780.694,768.634,773.589,4.905,0.6341,5053779.0,2611225.129
000016.SH,2005-12-15,778.233,778.474,784.175,777.1,778.494,-0.261,-0.0335,6170657.0,2814602.66
000016.SH,2005-12-16,782.04,777.93,782.856,776.014,778.233,3.807,0.4892,4213598.0,1952211.758
000016.SH,2005-12-19,781.804,781.931,783.481,777.861,782.04,-0.236,-0.0302,3496177.0,1572123.568
000016.SH,2005-12-20,787.234,781.496,787.234,779.901,781.804,5.43,0.6945,3923968.0,1867567.293
000016.SH,2005-12-21,783.984,787.058,791.636,783.036,787.234,-3.25,-0.4128,3920170.0,1934272.452
000016.SH,2005-12-22,787.388,783.155,788.454,781.937,783.984,3.404,0.4342,3084027.0,1589421.18
000016.SH,2005-12-23,791.441,788.103,791.651,786.766,787.388,4.053,0.5147,4344149.0,2048038.184
000016.SH,2005-12-26,795.559,791.388,798.339,790.985,791.441,4.118,0.5203,5825367.0,2845016.018
000016.SH,2005-12-27,792.155,796.656,797.023,790.399,795.559,-3.404,-0.4279,4880138.0,2351807.281
000016.SH,2005-12-28,793.54,792.094,793.65,787.871,792.155,1.385,0.1748,5256192.0,2500006.029
000016.SH,2005-12-29,801.899,793.316,802.101,793.12,793.54,8.359,1.0534,6946292.0,3468721.998
000016.SH,2005-12-30,796.396,804.057,804.61,793.77,801.899,-5.503,-0.6862,7204531.0,3754507.553
000016.SH,2006-01-04,812.597,801.413,812.843,800.214,796.396,16.201,2.0343,9973073.0,5495885.38
000016.SH,2006-01-05,827.836,815.47,829.087,813.247,812.597,15.239,1.8753,11536327.0,6274597.087
000016.SH,2006-01-06,836.895,828.878,842.692,824.53,827.836,9.059,1.0943,12112499.0,6483148.08
000016.SH,2006-01-09,838.292,837.76,841.132,832.33,836.895,1.397,0.1669,9037866.0,4933678.764
000016.SH,2006-01-10,838.563,837.944,838.85,826.965,838.292,0.271,0.0323,8754121.0,5035340.982
000016.SH,2006-01-11,832.276,837.971,842.062,829.321,838.563,-6.287,-0.7497,9125046.0,5018799.469
000016.SH,2006-01-12,836.579,830.694,837.974,827.496,832.276,4.303,0.517,6447275.0,3271603.287
000016.SH,2006-01-13,831.136,838.376,840.678,828.338,836.579,-5.443,-0.6506,6744537.0,3527432.891
000016.SH,2006-01-16,814.891,830.478,830.478,814.57,831.136,-16.245,-1.9546,6985723.0,3505395.845
000016.SH,2006-01-17,818.355,813.88,819.952,813.122,814.891,3.464,0.4251,5350481.0,2794019.582
000016.SH,2006-01-18,835.15,818.029,836.205,817.542,818.355,16.795,2.0523,7434485.0,3735509.7
