,美容护理,环保,石油石化,煤炭,机械设备,传媒,建筑装饰,建筑材料,综合,社会服务,商贸零售,房地产,交通运输,公用事业,医药生物,轻工制造,纺织服饰,食品饮料,家用电器,电子,有色金属,钢铁,基础化工,农林牧渔
2001-12-31,13.641509433962264,-0.07403545359749734,-0.14211136890951273,0.0660694288913774,-0.5630383711824589,-0.13133047210300436,-0.5692735212385868,-0.34883720930232553,-0.9532780708364732,0.14846416382252559,-0.36650717703349284,-0.4057750759878419,0.11349306431273655,0.17039013004334772,-0.26676456191874703,-0.5062086092715232,-0.16937669376693767,-0.1644966656081296,-2.512770137524558,-0.5816972767574414,-0.29913155355419746,0.010116731517509693,-0.16289262235208182,-0.5731614859742229
2002-01-31,13.641509433962264,-0.07403545359749734,-0.14211136890951273,0.08120386144236233,-0.5563549160671463,-0.13133047210300436,-0.5692735212385868,-0.34883720930232553,-0.953731343283582,0.14846416382252559,-0.36131210805595765,-0.4035087719298245,0.14053350683148996,0.1774789915966387,-0.23882113821138218,-0.5062086092715232,-0.14703153988868276,-0.14744005184705117,-2.5083251714005876,-0.5930668332292317,-0.46705615060045436,0.013666536509176116,-0.1598240469208211,-0.5702290076335877
2002-02-28,30.673469387755105,-0.07403545359749734,-0.1438515081206496,0.08120386144236233,-0.5516962843295639,-0.11189118034225536,-0.5863309352517986,-0.3994252873563218,-0.9532780708364732,0.15141146278870823,-0.3587378640776699,-0.39473684210526316,0.14053350683148996,0.2156315422191206,-0.2206035379812696,-0.5062086092715232,-0.10467380720545273,-0.13624425476034138,-2.5415415415415414,-0.5703923508077811,-0.46705615060045436,0.04804198627371818,-0.14743112434847355,-0.5661993769470405
2002-03-31,30.673469387755105,-0.07403545359749734,-0.13532513181019323,0.08120386144236233,-0.5420792079207921,-0.11189118034225536,-0.5863309352517986,-0.39348249027237353,-0.9539274924471299,0.07593924860111918,-0.35117878192534385,-0.38197767145135575,0.048684210526315726,0.21606453875833034,-0.24473007712082262,-0.49619932432432434,-0.05164319248826301,-0.12562313060817548,-2.5069306930693065,-0.5889570552147239,-0.4512032085561497,0.043618739903069595,-0.13323239969719902,-0.6233359436178544
2002-04-30,30.673469387755105,-0.036353771025501816,-0.14235909355026144,0.10633352701917496,-0.5223509933774835,-0.11189118034225536,-0.5210550670985655,-0.3779011099899091,-0.9538228614685844,0.09430894308943089,-0.3430000000000001,-0.38571428571428573,0.054776219104876504,0.22508833922261498,-0.21194190424959664,-0.4839965397923875,-0.0199460916442049,-0.13834788448623242,-2.5114200595829197,-0.5792062971466054,-0.4594502884289108,0.04615384615384624,-0.12076923076923081,-0.6218553459119497
2002-05-31,30.673469387755105,-0.04666304937601735,-0.14235909355026144,0.1609756097560976,-0.525,-0.11189118034225536,-0.6196205460434984,-0.37638748738647826,-0.9527131782945737,0.09430894308943089,-0.35040160642570284,-0.393719806763285,-0.01890614449696149,0.19482819695359543,-0.16771608471665708,-0.48031496062992124,-0.014634146341463457,-0.13631773813530793,-2.5690721649484534,-0.5864737550471063,-0.4709874448591788,0.04615384615384624,-0.1140418929402637,-0.5973041280539174
2002-06-30,0.22590837282780424,-0.18544274455261942,-0.031516743269862105,0.1246308328411105,-0.5735068912710567,-0.24421209858103057,-0.6714628297362111,-0.4715733803437637,-0.9536321483771252,-0.11037673496364835,-0.3921755725190839,-0.46367521367521364,-0.15258215962441313,0.19305703152674458,-0.3263358778625955,-0.4951001278227525,-0.27544426494345714,-0.1799230275817833,-3.306060606060606,-0.625,-0.4813194210703467,-0.04154302670623141,-0.02735042735042742,-0.5049603174603174
2002-07-31,0.1943127962085309,-0.24061196105702365,3.7299578059071736,0.22209096278795035,-0.5715396578538101,-0.22890216579536968,-0.6155075939248601,-0.5189530685920577,-1.3367346938775508,-0.216787838730998,-0.47368421052631576,-0.45610278372591007,0.10856807511737099,0.255047821466525,-0.3264503441494591,-0.5701298701298702,-0.3364297253634895,-0.32863695937090437,-3.673946957878315,-0.7852819369225867,-0.5213732749915853,-0.0780711825487944,0.8979591836734693,-0.33829365079365087
2002-08-31,0.1943127962085309,-0.24061196105702365,3.7299578059071736,0.2850931677018633,-0.5706436420722135,-0.22890216579536968,-0.6155075939248601,-0.5182785747339195,-1.338328075709779,-0.216787838730998,-0.4784069097888675,-0.4480994152046784,0.10856807511737099,0.2520469918120329,-0.3216783216783216,-0.5568942436412316,-0.33098591549295775,-0.33942470389170887,-3.673946957878315,-0.7829883570504528,-0.5218878248974008,-0.08649062380405657,0.9,-0.33829365079365087
2002-09-30,0.1943127962085309,-0.24061196105702365,3.7372881355932206,0.2850931677018633,-0.56973058637084,-0.22890216579536968,-0.6554756195043965,-0.5322505800464037,-1.3291634089132134,-0.22868473231989422,-0.4841650671785029,-0.4480994152046784,0.10856807511737099,0.210263720598717,-0.3377909856364536,-0.5568942436412316,-0.3463131731565866,-0.3375340599455041,-3.6697819314641746,-0.7872542802790108,-0.5172651933701657,-0.09414466130884036,0.8977272727272729,-0.3363453815261043
2002-10-31,0.1943127962085309,-0.24061196105702365,3.7372881355932206,0.2850931677018633,-0.5865079365079364,-0.22890216579536968,-0.651294498381877,-0.5350673478866698,-1.3296529968454258,-0.286186384666226,-0.4820388349514563,-0.4452608376193975,0.09037558685446008,0.20242337847469694,-0.3345070422535211,-0.5568942436412316,-0.3438669438669439,-0.33640395769361997,-3.7034700315457414,-0.7829883570504528,-0.5172651933701657,-0.09536576024511684,0.8997722095671982,-0.3424242424242424
2002-11-30,-0.025773195876288683,-0.07770270270270274,-0.24408384043272485,0.07510504201680661,-0.06989247311827958,0.020256916996047394,-0.2055299539170507,-0.29000000000000004,-7.709677419354838,-0.1976225854383358,-0.19410876132930505,-0.03580562659846561,0.04473386183465453,-0.04045584045584043,-0.12216288384512673,-0.1676445934618609,-0.1419249592169658,-0.2607373622196883,0.11298701298701298,-0.49507948523845574,-0.36484625975217994,-0.09322033898305085,-0.27312390924956365,0.1474245115452931
2002-12-31,-1.521262886597938,-0.19425675675675677,0.020283975659229226,0.16649159663865534,0.5513513513513513,-0.20108695652173905,-0.0018433179723502833,-0.14285714285714296,-12.241935483870968,-0.9301634472511144,-0.09365558912386704,0.2621483375959078,0.06160867084997134,-0.03739651727091065,-0.06809078771695586,-0.7384744341994971,-0.5579119086460033,-0.532877232991258,-1.4642857142857142,-0.07597851112816582,-0.08404384896467726,0.09399075500770407,0.0750436300174521,-0.1474245115452931
2003-01-31,-1.521262886597938,-0.19425675675675677,0.020325203252032537,0.1496848739495798,0.5495495495495494,-0.20108695652173905,0.046376811594202885,-0.06060606060606068,-12.241935483870968,-0.9309063893016345,-0.09159727479182438,0.25319693094629153,0.021677124928693656,-0.032146957520091814,-0.07276368491321758,-0.7384744341994971,-0.5579119086460033,-0.532877232991258,-1.4642857142857142,-0.07597851112816582,-0.08404384896467726,0.09399075500770407,0.0759825327510917,-0.15978456014362655
2003-02-28,-1.521262886597938,-0.17680180180180186,0.020325203252032537,0.12027310924369734,0.5495495495495494,-0.20108695652173905,0.046376811594202885,-0.055332798716920636,-12.311475409836065,-0.9309063893016345,-0.09159727479182438,0.26451612903225813,0.12358845671267268,-0.02249783674646677,-0.05445881552076247,-0.7384744341994971,-0.5588558855885589,-0.5412390725959711,-1.4697766097240474,-0.05420267085624512,-0.08404384896467726,0.09636222910216709,0.0759825327510917,-0.02702702702702694
2003-03-31,-1.41430412371134,-0.21734234234234232,0.4322493224932249,0.09033613445378147,0.507798960138648,-0.28359683794466406,-0.028985507246376704,-0.09245742092457426,-9.688524590163933,-0.9346210995542348,-0.08219178082191773,0.30878552971576234,0.039898670044331855,0.015575425439861597,-0.05187713310580202,-0.6965632858340319,-0.5984598459845984,-0.5549493374902572,-1.5019710906701709,-0.01792673421667963,-0.07909604519774012,0.30650154798761603,0.5319335083114611,-0.13097713097713098
2003-04-30,-1.41430412371134,-0.20887877063175858,0.4322493224932249,0.0871848739495797,0.4842105263157893,-0.28359683794466406,0.1982968369829685,-0.0946601941747573,-9.688524590163933,-0.939078751857355,-0.06027820710973716,0.3359893758300131,0.0812112869924293,0.015416543136673698,-0.05020632737276479,-0.6978114478114478,-0.6012101210121013,-0.5646921278254092,-1.5019710906701709,0.02522375915378361,-0.0731237973059655,0.3030185758513931,0.5683012259194398,-0.13389121338912138
2003-05-31,-1.41430412371134,-0.20887877063175858,0.43322033898305096,0.0871848739495797,0.4991023339317775,-0.28359683794466406,0.1982968369829685,-0.08340283569641374,-9.983333333333334,-0.939078751857355,-0.04631083202511786,0.292164674634794,0.08795013850415505,0.016923990498812467,-0.018413597733710988,-0.7139240506329114,-0.5981047937569677,-0.5651153695737192,-1.5019710906701709,0.03194103194103195,-0.07138221933809204,0.3006965944272445,0.5676625659050967,-0.17434869739478956
2003-06-30,-1.3597883597883598,-0.12637362637362634,0.8144513826940231,0.10826486225229581,1.0326678765880217,-0.4605326876513317,0.08835758835758845,0.09005628517823637,0.42191142191142184,-1.2953586497890295,0.006363636363636419,0.3897637795275589,-0.27951296982530444,-0.005362686988427922,0.19124087591240876,-0.729103726082578,-0.5441265976871577,-0.3982430453879941,-1.441656942823804,1.0934718100890208,0.23136427566807324,0.6305520963055209,1.0919952210274793,-0.4872563718140929
2003-07-31,-1.3597883597883598,-0.13308913308913317,0.8144513826940231,0.10826486225229581,1.0054844606946984,-0.5268765133171913,0.07484407484407497,0.10086455331412099,0.4149184149184148,-1.2827004219409284,0.005519779208831549,0.39602649006622515,-0.34356802541027004,-0.0017059994313334927,0.1863033873343151,-0.7341389728096676,-0.5411764705882353,-0.40266393442622955,-1.441656942823804,1.1028315946348732,0.2525035765379113,0.6455802262253875,1.0909090909090913,-0.49325337331334335
2003-08-31,-1.3597883597883598,-0.13308913308913317,0.8193202146690519,0.03963267278878692,1.0092081031307552,-0.5268765133171913,0.19953596287703024,0.12301587301587295,0.4394299287410927,-1.2870608397600685,0.01674418604651159,0.394701986754967,-0.3568025410269985,0.033274440518256704,0.20194465220643226,-0.7341389728096676,-0.5462610899873257,-0.40051413881748077,-1.441656942823804,1.095380029806259,0.20958512160228893,0.6514575411913817,1.087425149700599,-0.4886535552193647
2003-09-30,-1.3425925925925928,-0.13308913308913317,0.8944543828264758,0.18656355727404542,1.681381957773512,-0.4464891041162227,0.03132250580046413,0.35164835164835173,-0.03110047846889942,-1.362962962962963,0.07872539831302709,0.4291390728476821,-0.30355220667384286,0.13396561944279792,0.1859410430839003,-0.36555891238670696,-0.6013941698352345,-0.3712082262210797,-1.5017502917152856,1.329359165424739,0.4148783977110157,0.8416596104995767,1.200239808153477,-0.4147465437788019
2003-10-31,-1.3425925925925928,-0.13308913308913317,0.8944543828264758,0.19052271617000494,1.6435452793834293,-0.4464891041162227,0.029002320185614876,0.3611670020120724,-0.026442307692307616,-1.347222222222222,0.07029053420805992,0.427055702917772,-0.3018970189701897,0.0887767220902614,0.18326996197718617,-0.36555891238670696,-0.6013941698352345,-0.3712082262210797,-1.5017502917152856,1.343328335832084,0.4291907514450868,0.8470688190314359,1.1956782713085234,-0.4102167182662539
2003-11-30,-0.35970333745364647,-0.029350104821803,0.4009277667329357,0.09725348941918059,0.5830429732868758,-0.2931354359925789,-0.18282548476454294,0.1158333333333333,-0.4189383070301291,-4.989361702127659,-0.05666666666666667,0.09017223910840938,-0.307898979043525,-0.0990510083036773,0.1053008595988538,1.0192307692307694,-0.22632226322263224,-0.004882017900732217,0.2027972027972028,0.28903654485049846,0.3051861702127659,0.5267605633802818,0.4797077922077921,-0.20625
2003-12-31,-3.061804697156984,-0.22641509433962262,0.3837981407702522,0.05710370031978064,1.058139534883721,-1.9764996907854049,-0.3444136657433057,0.4040747028862478,-1.2525107604017218,2.4623655913978495,0.050000000000000044,0.31530612244897943,-0.1513121161362368,0.05456702253855287,0.2296616270698345,-0.7756410256410257,0.5682656826568266,-0.32139951179820986,0.8335664335664337,0.6760797342192693,0.49601063829787234,0.780985915492958,0.46834415584415584,0.1452991452991453
2004-01-31,-3.061804697156984,-0.2428180574555403,0.3837981407702522,0.08485700890764185,1.058139534883721,-1.9764996907854049,-0.3444136657433057,0.4040747028862478,-1.2550724637681159,2.4623655913978495,0.050000000000000044,0.31530612244897943,-0.1518704634282524,0.049277072882856446,0.2296616270698345,-0.7756410256410257,0.5885286783042397,-0.3156586578293289,0.8335664335664337,0.6378737541528239,0.478723404255319,0.782562654429933,0.46672077922077915,0.11538461538461542
2004-02-29,-2.995334370139969,-0.2035971223021583,-0.016083254493850587,0.11464354527938336,1.0344827586206897,-2.0889655172413795,-0.2935323383084578,0.46916890080428947,-1.3320754716981131,2.6590909090909087,0.04477611940298509,0.259624876604146,-0.07551766138855068,0.009940357852882713,0.2296616270698345,-0.8066298342541437,0.7452054794520551,-0.2767075306479859,0.7159685863874345,0.565079365079365,0.5146557600545332,0.49585308056872035,0.030268418046830378,0.2751196172248805
2004-03-31,-4.040435458786937,-0.15827338129496404,0.08325449385052036,0.246376811594203,1.3238770685579198,-1.9689655172413794,-0.216243654822335,0.8123324396782843,-1.3396226415094339,3.804878048780487,0.18667763157894746,0.39662027833002006,0.07447485677912169,0.10131386861313854,0.26792179580014486,-0.9192200557103064,0.7627586206896553,-0.19964189794091317,0.7591623036649214,0.7253968253968255,0.7764705882352941,0.7255717255717254,0.14628699050809604,0.7657004830917874
2004-04-30,-4.040435458786937,-0.18201438848920873,0.08230842005676442,0.246376811594203,1.32814371257485,-1.9468965517241381,-0.22842639593908634,0.8143767060964513,-1.3339517625231911,3.804878048780487,0.16049382716049373,0.4388489208633095,0.07320178230426487,0.0630656934306568,0.23232323232323238,-0.9144542772861357,0.6823855755894592,-0.27607913669064743,0.8520942408376962,0.7126984126984126,0.7686932215234101,0.7247842903897649,0.1502242152466367,0.7451456310679613
2004-05-31,-4.593750000000001,-0.2054507337526206,0.1243854473942969,0.11033580462276489,0.7080357142857142,-2.192100538599641,-0.29608404966571156,0.7160068846815835,-1.2950819672131149,-2.1257142857142854,0.25925925925925913,0.28895184135977353,0.22997795738427623,-0.08200908059023831,0.03124999999999996,-0.8921933085501859,0.6008010680907879,-0.3471208434712085,0.8692206076618227,0.4989369241672572,0.40434037692747,0.4623217922606926,0.16733295259851508,1.0847953216374269
2004-06-30,-4.382352941176471,-0.24577464788732387,0.3387413962635201,0.3877017008286087,0.8404740200546945,-2.120777891504606,-0.041586073500967234,0.8237347294938918,-1.71499176276771,-3.444776119402985,0.5489478499542545,0.31783681214421255,1.1556451612903225,-0.05838792366847057,0.07324643078833026,-0.05303030303030297,0.41970310391363025,-0.5548885077186964,1.0515191545574636,0.5591778880226789,0.6818960593946315,0.5621181262729126,0.3638443935926773,1.4437869822485212
2004-07-31,-4.382352941176471,-0.24577464788732387,0.3377581120943953,0.4249186424918641,0.8139321723189733,-2.120777891504606,-0.06382978723404263,0.8127208480565371,-1.693069306930693,-3.444776119402985,0.5114364135407138,0.31718898385565036,1.1621399176954732,-0.07039042462239954,0.06471686372121961,-0.09469696969696965,0.44553072625698326,-0.5566037735849055,0.937912813738441,0.5291607396870555,0.7397989355411,0.5259657201330263,0.36374067699368895,1.3934911242603552
2004-08-31,-4.552123552123552,-0.24577464788732387,0.2847025495750709,0.23380855397148678,0.3994273443092342,-1.958005249343832,0.0888638920134982,0.5048041389504804,-2.022222222222222,-2.979591836734694,0.4352736750651609,0.2854494902687673,1.0301391035548688,-0.14924202822791424,0.07329509241555118,-0.6349206349206349,0.6025437201907791,-0.5772690106295992,0.7058139534883722,0.3755598208573257,0.44489383215369055,0.371264367816092,0.2953678474114441,1.1233595800524934
2004-09-30,-3.0540540540540544,-0.24647887323943657,0.4943342776203967,0.6844480919162904,0.4970845481049564,-1.957130358705162,0.222096956031567,0.45971914264597197,-2.0098765432098764,-3.688,0.606830122591944,0.32713754646840154,1.0947204968944098,-0.26861194436869384,0.07069408740359905,-0.3285714285714286,0.7360890302066774,-0.4873262469337694,0.8,0.4069097888675625,0.5288169868554095,0.5052897884084635,0.5751776927282669,0.847769028871391
2004-10-31,-3.0540540540540544,-0.24406047516198703,0.49716177861873223,0.6844480919162904,0.4820249449743214,-1.957130358705162,0.21807909604519787,0.47498132935026155,-2.0098765432098764,-3.688,0.5786219081272085,0.3159851301115242,1.0543478260869565,-0.11981566820276493,0.07453013609850946,-0.33492063492063495,0.7217806041335453,-0.4873262469337694,0.7662790697674421,0.4168814432989691,0.49414161996943456,0.3916051660516607,0.5754251234229294,0.8346456692913385
2004-11-30,-0.36211031175059955,-0.07317073170731715,0.5187140115163148,0.7739844425237683,0.13276836158192104,-0.3071564281190628,0.5183098591549298,0.19407496977025404,1.3238636363636362,2.124223602484472,0.3833333333333334,0.09852598913886748,0.7407894736842106,-0.2480314960629921,-0.029274004683840775,4.985714285714286,-0.15058823529411772,-0.24820143884892082,0.15865751334858896,0.08969276511397425,0.3035555555555555,0.19296164491894033,0.582089552238806,0.298507462686567
2004-12-31,-0.16007194244604317,-2.0,0.7288867562380039,1.2532411408815902,-0.11638418079096034,-2.290690310322989,0.8225352112676056,-0.14993954050785968,4.602272727272727,2.956521739130435,0.32063492063492055,0.19550038789759505,0.585253456221198,-0.11051743532058492,-0.40281030444964877,-26.485714285714288,-1.30298273155416,0.5242130750605327,-2.101449275362319,-0.11460446247464494,0.17266187050359708,0.28712871287128716,0.809075816270061,-2.444444444444444
2005-01-31,0.0919719407638348,-2.0,0.7322115384615386,1.2532411408815902,-0.11638418079096034,-2.290690310322989,0.8225352112676056,-0.1447688564476885,4.602272727272727,2.953416149068323,0.32063492063492055,0.2037617554858934,0.5862977602108037,-0.11051743532058492,-0.40398126463700235,-26.485714285714288,-1.3021978021978022,0.5242130750605327,-2.101449275362319,-0.11460446247464494,0.1701170117011701,0.28712871287128716,0.8115299334811529,-2.414634146341463
2005-02-28,-0.2833759590792839,-1.9461538461538461,0.5733624454148472,1.0209302325581393,-0.20498474059003052,-2.4505338078291814,0.676165803108808,-0.3067061143984221,4.477777777777778,2.2309644670050766,0.153153153153153,0.09323843416370087,0.4265402843601894,-0.24045599151643693,-0.4186179326099372,-62.517241379310356,-1.3012519561815337,0.40827740492170045,-2.074404761904762,-0.1968721251149954,0.012855473315153975,0.11635111876075731,0.5918168533852897,-2.0314637482900135
2005-03-31,-0.30127877237851663,-2.0422163588390503,0.6507867132867132,1.3232558139534885,-0.18981481481481477,-2.5040058266569556,0.7500000000000001,-0.5391173520561685,4.305555555555556,2.038071065989848,0.28652482269503565,0.18357142857142836,0.42408066429418745,-0.2848118648722877,-0.4127634660421546,-15.413793103448276,-1.3231657048639736,0.7428571428571429,-1.917314487632509,-0.4411492122335496,0.0561043065981825,0.20665861652578923,0.6613060428849902,-2.0403337969401947
2005-04-30,-0.30127877237851663,-2.0422163588390503,0.6515085264538697,1.351924587588374,-0.17929952953476214,-2.554969879518072,0.7734056987788333,-0.5391173520561685,4.305555555555556,1.9746192893401018,0.3012912482065998,0.2021978021978021,0.43428912783751505,-0.19629057187017002,-0.4099821746880571,-15.413793103448276,-1.3152627189324437,0.688198757763975,-1.917314487632509,-0.4302600472813239,0.08133387555917046,0.21779247910863506,0.6594911937377691,-2.0420757363253856
2005-05-31,-0.2576086956521739,-2.1064425770308124,0.3859713551230262,0.7950974230044,-0.2238732045567112,-2.8858447488584473,0.2996972754793139,-0.5751196172248804,1.2004608294930876,0.4139194139194139,0.05020673360897819,0.17062634989200864,-0.09988776655443313,-0.22171808832425902,-0.42799305957200695,-2.688,-1.3507604562737643,1.6127167630057802,-1.8473921442369607,-0.4586363636363637,-0.1212224108658744,0.039928292046936056,0.4219798657718122,-1.8995157384987893
2005-06-30,-0.40923913043478255,-2.0765639589169,0.4097758177140757,1.0391517128874388,-0.20717534108135413,-2.998173515981735,0.43491735537190085,-0.631578947368421,1.761904761904762,0.46398046398046405,-0.011501210653753103,0.3064167267483779,-0.16825275980205553,-0.2409564684242796,-0.347749853886616,3.439330543933054,-1.3922705314009662,1.9013539651837523,-2.1738241308793453,-0.8334883720930233,-0.106050305914344,0.20083822296730933,0.4316365166175852,-1.8133498145859086
2005-07-31,-0.40923913043478255,-2.0765639589169,0.408673281881661,0.776824034334764,-0.21994884910485937,-2.998173515981735,0.43491735537190085,-0.6286836935166994,1.7874396135265702,0.5451030927835052,-0.004237288135593258,0.26820475847152137,-0.17396269508945564,-0.24423963133640555,-0.3420427553444181,3.5304347826086953,-1.4335317460317463,1.8085106382978722,-2.183367416496251,-0.8441860465116279,-0.14520643806857947,0.19815590947191947,0.4295330248212032,-1.8096415327564894
2005-08-31,0.021616541353383558,-2.0710280373831775,0.21105845181674557,0.31108404384896476,-0.2585199610516067,-3.0,0.28136531365313655,-0.6172151898734177,1.8215158924205381,0.18353174603174605,-0.10790190735694814,0.23179271708683466,-0.19755374351371383,-0.08948545861297537,-0.3337334933973589,1.463356973995272,-1.3992673992673992,1.3062200956937797,-2.121447028423773,-0.8494770350159164,-0.19312169312169314,0.07639419404125293,0.1791044776119402,-1.9303977272727275
2005-09-30,-0.06672932330827064,-2.301904761904762,0.1563981042654028,0.23532277710109628,-0.22920792079207924,-2.927787934186472,0.3821892393320963,-0.6769620253164558,1.643031784841076,0.363095238095238,-0.16340235030777842,0.32697740112994356,-0.0978835978835979,-0.12341062079281984,-0.28287092882991555,1.1408114558472555,-1.535549399815328,1.3732057416267938,-2.6807109940750493,-1.1696225557071396,-0.08762359359018071,0.13871395425919786,0.06476323119777161,-2.0686695278969958
2005-10-31,-0.06672932330827064,-2.3323586744639377,0.1563981042654028,0.23532277710109628,-0.22244389027431422,-2.927787934186472,0.4666048237476807,-0.6769620253164558,1.8850855745721273,0.3658051689860835,-0.16293746414228347,0.327683615819209,-0.11035525321239609,-0.12341062079281984,-0.28407720144752713,1.1384248210023866,-1.535549399815328,1.3732057416267938,-2.63265306122449,-1.1691678035470667,-0.11728605523354922,0.13805104408352656,0.0684835779175402,-2.0660919540229883
2005-11-30,-0.29122055674518205,0.23486901535682006,0.015820149875104033,-0.027426160337552706,-0.004475703324808223,0.03483807654563295,0.2217928902627512,-0.5469416785206258,0.19675456389452334,0.07849293563579263,-0.12319711538461534,0.20700843608046732,-0.02242524916943517,-0.25893139424596906,0.16372549019607852,-1.5022421524663678,0.5025906735751295,0.1818903891977758,0.7174515235457064,-1.2130584192439862,-0.007285276073619468,0.02538461538461532,-0.06576934842459473,-0.015915119363395132
