trade_date,ts_code,close,open,high,low,pre_close,change,pct_chg,vol,amount
2009-04-21,399300.SZ,2675.442,2670.277,2697.719,2634.529,2707.667,-32.225,-1.1901,108185252.0,118473952.84
2009-04-22,399300.SZ,2576.281,2687.857,2713.305,2563.361,2675.442,-99.161,-3.7063,124046413.0,131945283.442
2009-04-23,399300.SZ,2593.564,2555.527,2604.162,2543.907,2576.281,17.283,0.6709,80887942.0,84795657.156
2009-04-24,399300.SZ,2572.888,2605.703,2609.874,2570.379,2593.564,-20.676,-0.7972,73360969.0,81956596.002
2009-04-27,399300.SZ,2513.292,2566.92,2576.519,2499.442,2572.888,-59.596,-2.3163,72039390.0,75040611.359
2009-04-28,399300.SZ,2518.531,2490.526,2531.544,2485.802,2513.292,5.239,0.2085,59264983.0,66247490.056
2009-04-29,399300.SZ,2605.37,2518.854,2615.81,2514.141,2518.531,86.839,3.448,81885006.0,91496802.664
2009-04-30,399300.SZ,2622.926,2616.485,2640.017,2604.452,2605.37,17.556,0.6738,85809348.0,96903683.541
2009-05-04,399300.SZ,2714.301,2635.129,2715.189,2632.303,2622.926,91.375,3.4837,102916565.0,113351099.936
2009-05-05,399300.SZ,2727.014,2733.107,2751.252,2713.234,2714.301,12.713,0.4684,102313722.0,112641886.139
2009-05-06,399300.SZ,2764.979,2721.817,2771.206,2713.539,2727.014,37.965,1.3922,105806650.0,118232079.901
2009-05-07,399300.SZ,2767.076,2783.577,2797.474,2731.799,2764.979,2.097,0.0758,122101161.0,136965825.071
2009-05-08,399300.SZ,2789.219,2751.499,2800.223,2733.332,2767.076,22.143,0.8002,106724988.0,120873172.676
2009-05-11,399300.SZ,2725.316,2808.139,2839.609,2725.267,2789.219,-63.903,-2.2911,125364452.0,140455749.853
2009-05-12,399300.SZ,2788.562,2702.742,2788.612,2699.954,2725.316,63.246,2.3207,88695942.0,93421458.334
2009-05-13,399300.SZ,2814.005,2792.42,2822.711,2775.572,2788.562,25.443,0.9124,107112856.0,123637957.553
2009-05-14,399300.SZ,2792.597,2781.048,2804.477,2757.545,2814.005,-21.408,-0.7608,82639329.0,96156100.934
2009-05-15,399300.SZ,2796.116,2800.571,2815.456,2773.322,2792.597,3.519,0.126,64931431.0,74973035.097
2009-05-18,399300.SZ,2810.573,2782.585,2813.757,2740.92,2796.116,14.457,0.517,74835786.0,88479091.592
2009-05-19,399300.SZ,2840.084,2836.337,2849.629,2821.951,2810.573,29.511,1.05,97703617.0,116543189.416
2009-05-20,399300.SZ,2812.865,2843.545,2849.635,2812.599,2840.084,-27.219,-0.9584,87939215.0,105146163.717
2009-05-21,399300.SZ,2750.01,2795.828,2808.287,2735.767,2812.865,-62.855,-2.2346,85535394.0,102875828.167
2009-05-22,399300.SZ,2740.677,2733.017,2762.741,2719.121,2750.01,-9.333,-0.3394,61499012.0,74407198.653
2009-05-25,399300.SZ,2752.716,2684.213,2761.387,2675.285,2740.677,12.039,0.4393,74091671.0,91048816.066
2009-05-26,399300.SZ,2719.764,2757.31,2762.809,2718.555,2752.716,-32.952,-1.1971,72316012.0,88894895.681
2009-05-27,399300.SZ,2759.712,2734.418,2768.568,2715.823,2719.764,39.948,1.4688,67976645.0,78602246.106
2009-06-01,399300.SZ,2858.342,2798.927,2864.471,2798.927,2759.712,98.63,3.5739,108564883.0,132967778.067
2009-06-02,399300.SZ,2865.099,2878.528,2892.781,2855.059,2858.342,6.757,0.2364,108338397.0,130131778.04
2009-06-03,399300.SZ,2939.387,2865.732,2939.387,2864.709,2865.099,74.288,2.5929,112073310.0,131606586.444
2009-06-04,399300.SZ,2953.751,2924.267,2961.04,2899.668,2939.387,14.364,0.4887,130127710.0,153770741.77
2009-06-05,399300.SZ,2939.306,2966.065,2975.175,2937.18,2953.751,-14.445,-0.489,108476324.0,131347984.386
2009-06-08,399300.SZ,2948.478,2937.635,2978.233,2912.487,2939.306,9.172,0.312,96116366.0,114538935.098
2009-06-09,399300.SZ,2960.556,2948.949,2960.902,2892.718,2948.478,12.078,0.4096,91989886.0,108747415.613
2009-06-10,399300.SZ,2989.595,2972.423,2995.699,2966.585,2960.556,29.039,0.9809,101790039.0,116455490.983
2009-06-11,399300.SZ,2961.629,2982.969,3000.857,2951.273,2989.595,-27.966,-0.9354,87115997.0,101890292.029
2009-06-12,399300.SZ,2906.286,2955.569,2976.864,2883.318,2961.629,-55.343,-1.8687,80067067.0,92135559.576
2009-06-15,399300.SZ,2966.192,2911.423,2967.099,2898.067,2906.286,59.906,2.0613,74352090.0,92689634.822
2009-06-16,399300.SZ,2961.22,2936.508,2979.413,2929.041,2966.192,-4.972,-0.1676,70179242.0,89928387.2
2009-06-17,399300.SZ,3010.588,2957.576,3017.409,2930.494,2961.22,49.368,1.6672,77293118.0,99945527.361
2009-06-18,399300.SZ,3057.428,3014.437,3061.747,3014.437,3010.588,46.84,1.5558,96281316.0,122777117.707
2009-06-19,399300.SZ,3080.001,3061.903,3086.72,3047.27,3057.428,22.573,0.7383,102518069.0,119434478.996
2009-06-22,399300.SZ,3082.563,3106.387,3116.155,3072.534,3080.001,2.562,0.0832,103952583.0,122685100.457
2009-06-23,399300.SZ,3083.895,3036.404,3128.527,3028.454,3082.563,1.332,0.0432,111506734.0,127094783.71
2009-06-24,399300.SZ,3120.73,3079.495,3121.207,3068.242,3083.895,36.835,1.1944,109424313.0,132431167.614
2009-06-25,399300.SZ,3117.921,3125.662,3141.166,3103.871,3120.73,-2.809,-0.09,82806887.0,107706587.875
2009-06-26,399300.SZ,3128.421,3126.228,3137.082,3109.316,3117.921,10.5,0.3368,70500908.0,88663497.082
2009-06-29,399300.SZ,3179.972,3132.113,3182.415,3122.164,3128.421,51.551,1.6478,84997075.0,107539211.987
2009-06-30,399300.SZ,3166.474,3191.641,3195.716,3159.626,3179.972,-13.498,-0.4245,86782347.0,118926140.375
2009-07-01,399300.SZ,3237.903,3153.537,3238.792,3150.654,3166.474,71.429,2.2558,96950565.0,129830699.673
2009-07-02,399300.SZ,3282.359,3248.204,3285.093,3247.573,3237.903,44.456,1.373,112989294.0,152594570.796
2009-07-03,399300.SZ,3327.135,3254.93,3327.669,3249.11,3282.359,44.776,1.3641,105732592.0,142531351.824
2009-07-06,399300.SZ,3374.753,3333.096,3378.055,3333.096,3327.135,47.618,1.4312,135264049.0,175857353.189
2009-07-07,399300.SZ,3340.493,3368.33,3393.224,3327.354,3374.753,-34.26,-1.0152,129600799.0,160450593.377
2009-07-08,399300.SZ,3352.269,3306.428,3368.066,3261.32,3340.493,11.776,0.3525,113867592.0,147303052.306
2009-07-09,399300.SZ,3396.304,3348.221,3396.483,3334.68,3352.269,44.035,1.3136,113081523.0,148249544.332
2009-07-10,399300.SZ,3398.31,3398.911,3428.029,3375.965,3396.304,2.006,0.0591,106174912.0,140745850.321
2009-07-13,399300.SZ,3361.011,3382.574,3403.74,3358.518,3398.31,-37.299,-1.0976,99619651.0,132301021.218
2009-07-14,399300.SZ,3454.753,3375.873,3454.753,3375.873,3361.011,93.742,2.7891,107520425.0,143258163.937
2009-07-15,399300.SZ,3493.305,3467.132,3497.508,3467.132,3454.753,38.552,1.1159,133483002.0,176773125.049
2009-07-16,399300.SZ,3501.24,3516.778,3543.019,3489.562,3493.305,7.935,0.2271,129313329.0,178974318.282
2009-07-17,399300.SZ,3519.809,3499.51,3527.465,3482.871,3501.24,18.569,0.5304,106549704.0,146140273.258
2009-07-20,399300.SZ,3591.123,3532.519,3594.872,3515.534,3519.809,71.314,2.0261,136468539.0,189689538.401
2009-07-21,399300.SZ,3539.832,3603.402,3610.326,3533.162,3591.123,-51.291,-1.4283,130600961.0,184934839.282
2009-07-22,399300.SZ,3606.924,3532.632,3607.371,3532.384,3539.832,67.092,1.8953,115238546.0,168877710.757
2009-07-23,399300.SZ,3651.969,3613.598,3653.837,3596.364,3606.924,45.045,1.2488,116381609.0,160980372.868
2009-07-24,399300.SZ,3667.556,3672.206,3687.493,3591.88,3651.969,15.587,0.4268,127979352.0,182205122.628
2009-07-27,399300.SZ,3743.626,3680.15,3744.242,3669.508,3667.556,76.07,2.0741,138808040.0,200824101.964
2009-07-28,399300.SZ,3755.818,3745.549,3756.782,3705.045,3743.626,12.192,0.3257,146267885.0,210479421.884
2009-07-29,399300.SZ,3558.508,3741.784,3765.59,3453.641,3755.818,-197.31,-5.2534,167406126.0,226560268.677
2009-07-30,399300.SZ,3634.818,3587.047,3656.922,3511.291,3558.508,76.31,2.1444,134968879.0,185493784.271
2009-07-31,399300.SZ,3734.622,3670.191,3735.804,3635.548,3634.818,99.804,2.7458,132239834.0,184431882.907
2009-08-03,399300.SZ,3787.033,3754.218,3789.935,3716.573,3734.622,52.411,1.4034,136415899.0,198440898.51
2009-08-04,399300.SZ,3786.615,3803.061,3803.061,3712.431,3787.033,-0.418,-0.011,141035739.0,205134118.106
2009-08-05,399300.SZ,3740.936,3781.401,3789.127,3691.976,3786.615,-45.679,-1.2063,133444453.0,194012131.121
2009-08-06,399300.SZ,3663.12,3707.907,3739.578,3602.575,3740.936,-77.816,-2.0801,118101525.0,178406415.79
2009-08-07,399300.SZ,3555.095,3655.462,3686.543,3539.697,3663.12,-108.025,-2.949,100575751.0,148656081.457
2009-08-10,399300.SZ,3544.539,3589.716,3613.457,3485.364,3555.095,-10.556,-0.2969,84870681.0,126564928.658
2009-08-11,399300.SZ,3556.375,3558.645,3569.15,3509.717,3544.539,11.836,0.3339,64497197.0,95318920.59
2009-08-12,399300.SZ,3397.4,3546.5,3546.5,3390.361,3556.375,-158.975,-4.4701,92535386.0,131867958.961
2009-08-13,399300.SZ,3440.82,3398.889,3448.862,3338.848,3397.4,43.42,1.278,87081800.0,123584066.605
2009-08-14,399300.SZ,3344.462,3437.951,3454.945,3334.729,3440.82,-96.358,-2.8004,88248627.0,126573245.767
2009-08-17,399300.SZ,3140.271,3283.436,3319.804,3137.477,3344.462,-204.191,-6.1053,91723902.0,121242721.313
2009-08-18,399300.SZ,3171.986,3110.708,3186.815,3083.203,3140.271,31.715,1.0099,77343035.0,100691271.214
2009-08-19,399300.SZ,3014.568,3178.281,3183.007,2982.222,3171.986,-157.418,-4.9628,81604020.0,104778744.883
2009-08-20,399300.SZ,3144.39,3021.251,3146.568,3021.251,3014.568,129.822,4.3065,79519216.0,107656322.586
2009-08-21,399300.SZ,3203.624,3135.373,3221.166,3113.704,3144.39,59.234,1.8838,86616805.0,113910783.483
2009-08-24,399300.SZ,3229.6,3222.397,3241.524,3178.856,3203.624,25.976,0.8108,80414068.0,110907923.668
2009-08-25,399300.SZ,3109.83,3210.851,3210.851,3019.119,3229.6,-119.77,-3.7085,97530139.0,128446120.873
2009-08-26,399300.SZ,3172.386,3082.68,3203.786,3065.463,3109.83,62.556,2.0116,82036404.0,109792468.845
2009-08-27,399300.SZ,3156.301,3149.566,3212.27,3116.894,3172.386,-16.085,-0.507,80125201.0,103604608.42
2009-08-28,399300.SZ,3046.781,3152.037,3168.191,3030.731,3156.301,-109.52,-3.4699,84017946.0,108787276.883
2009-08-31,399300.SZ,2830.271,3003.543,3003.543,2825.767,3046.781,-216.51,-7.1062,84517311.0,105568316.049
2009-09-01,399300.SZ,2843.7,2804.584,2901.277,2795.486,2830.271,13.429,0.4745,70535306.0,87743214.169
2009-09-02,399300.SZ,2890.926,2824.641,2904.786,2813.618,2843.7,47.226,1.6607,60843386.0,76293192.942
2009-09-03,399300.SZ,3051.964,2898.449,3059.987,2892.649,2890.926,161.038,5.5705,93157447.0,118821388.28
2009-09-04,399300.SZ,3077.142,3055.347,3099.385,3038.99,3051.964,25.178,0.825,86984715.0,116181665.634
2009-09-07,399300.SZ,3104.208,3097.789,3153.227,3078.126,3077.142,27.066,0.8796,82790740.0,113813192.654
2009-09-08,399300.SZ,3170.967,3084.199,3170.967,3047.3,3104.208,66.759,2.1506,83965634.0,117969333.59
2009-09-09,399300.SZ,3194.909,3188.311,3207.388,3143.739,3170.967,23.942,0.755,91191155.0,131813702.373
2009-09-10,399300.SZ,3162.914,3179.187,3204.124,3150.172,3194.909,-31.995,-1.0014,66566007.0,91467422.572
2009-09-11,399300.SZ,3238.133,3152.815,3253.452,3152.689,3162.914,75.219,2.3782,80689660.0,108989361.37
2009-09-14,399300.SZ,3293.394,3248.348,3298.905,3240.534,3238.133,55.261,1.7066,87393883.0,117064809.248
2009-09-15,399300.SZ,3302.642,3298.81,3325.743,3264.949,3293.394,9.248,0.2808,87092177.0,116411498.836
2009-09-16,399300.SZ,3258.236,3290.387,3296.94,3212.445,3302.642,-44.406,-1.3446,88244481.0,123641482.344
2009-09-17,399300.SZ,3320.096,3274.582,3329.116,3274.582,3258.236,61.86,1.8986,91333404.0,125325999.692
2009-09-18,399300.SZ,3199.689,3325.061,3330.432,3170.962,3320.096,-120.407,-3.6266,100488404.0,131631978.332
2009-09-21,399300.SZ,3208.604,3163.512,3210.643,3090.607,3199.689,8.915,0.2786,72801974.0,99685177.047
2009-09-22,399300.SZ,3131.026,3196.009,3237.217,3131.016,3208.604,-77.578,-2.4178,73425101.0,101633736.512
2009-09-23,399300.SZ,3060.069,3130.142,3159.173,3041.415,3131.026,-70.957,-2.2663,66013716.0,89049563.859
2009-09-24,399300.SZ,3080.926,3041.82,3122.055,2989.236,3060.069,20.857,0.6816,65152102.0,86891307.312
2009-09-25,399300.SZ,3058.528,3057.106,3090.069,3028.407,3080.926,-22.398,-0.727,45820492.0,60733021.04
2009-09-28,399300.SZ,2972.643,3066.368,3088.081,2959.744,3058.528,-85.885,-2.8081,41918352.0,54593201.741
2009-09-29,399300.SZ,2972.286,2975.531,2998.55,2923.926,2972.643,-0.357,-0.012,45932352.0,56674417.416
2009-09-30,399300.SZ,3004.805,2992.98,3033.738,2988.292,2972.286,32.519,1.0941,42184524.0,54803607.41
2009-10-09,399300.SZ,3163.708,3078.753,3164.031,3071.27,3004.805,158.903,5.2883,56871040.0,76061663.011
2009-10-12,399300.SZ,3151.632,3181.581,3193.59,3151.256,3163.708,-12.076,-0.3817,58961960.0,81562328.647
2009-10-13,399300.SZ,3198.517,3144.022,3199.921,3140.498,3151.632,46.885,1.4876,50713704.0,68577125.621
2009-10-14,399300.SZ,3227.399,3209.065,3276.553,3204.314,3198.517,28.882,0.903,80978120.0,111183227.114
2009-10-15,399300.SZ,3239.643,3258.546,3287.628,3227.088,3227.399,12.244,0.3794,60562010.0,85391959.068
2009-10-16,399300.SZ,3241.709,3250.102,3268.425,3188.434,3239.643,2.066,0.0638,55636255.0,78892050.311
2009-10-19,399300.SZ,3329.158,3238.848,3330.789,3231.807,3241.709,87.449,2.6976,77683143.0,113841454.115
2009-10-20,399300.SZ,3377.574,3355.358,3379.63,3343.018,3329.158,48.416,1.4543,89426278.0,128508372.174
2009-10-21,399300.SZ,3369.285,3375.027,3414.657,3358.55,3377.574,-8.289,-0.2454,83488940.0,117445160.682
2009-10-22,399300.SZ,3347.32,3364.145,3381.145,3341.415,3369.285,-21.965,-0.6519,60936583.0,87978516.122
2009-10-23,399300.SZ,3413.252,3354.984,3436.391,3354.984,3347.32,65.932,1.9697,86725429.0,120908995.107
2009-10-26,399300.SZ,3414.239,3421.696,3432.895,3385.44,3413.252,0.987,0.0289,68442524.0,97800974.844
2009-10-27,399300.SZ,3314.722,3384.294,3392.102,3314.323,3414.239,-99.517,-2.9148,74209551.0,105228807.264
2009-10-28,399300.SZ,3329.327,3303.773,3337.167,3258.274,3314.722,14.605,0.4406,62594849.0,86228533.019
2009-10-29,399300.SZ,3247.051,3265.186,3291.18,3239.005,3329.327,-82.276,-2.4713,61305354.0,84414939.041
2009-10-30,399300.SZ,3280.372,3305.376,3329.54,3276.318,3247.051,33.321,1.0262,60647062.0,84226415.461
2009-11-02,399300.SZ,3392.803,3205.835,3394.724,3198.309,3280.372,112.431,3.4274,81981158.0,110679455.347
2009-11-03,399300.SZ,3435.425,3402.528,3447.481,3397.255,3392.803,42.622,1.2562,83791098.0,115935434.869
2009-11-04,399300.SZ,3453.888,3443.517,3476.34,3415.216,3435.425,18.463,0.5374,86065273.0,117780698.755
2009-11-05,399300.SZ,3464.318,3458.865,3471.83,3432.26,3453.888,10.43,0.302,80647784.0,103539079.575
2009-11-06,399300.SZ,3483.021,3491.075,3506.027,3474.364,3464.318,18.703,0.5399,92190315.0,124138421.517
2009-11-09,399300.SZ,3495.788,3487.107,3495.887,3452.614,3483.021,12.767,0.3665,78050904.0,108916000.934
2009-11-10,399300.SZ,3503.776,3520.395,3532.186,3501.499,3495.788,7.988,0.2285,84300987.0,116073645.89
2009-11-11,399300.SZ,3495.674,3500.586,3514.829,3468.859,3503.776,-8.102,-0.2312,72626321.0,100494402.438
2009-11-12,399300.SZ,3499.992,3506.952,3529.061,3487.68,3495.674,4.318,0.1235,79962661.0,106569499.622
2009-11-13,399300.SZ,3518.722,3489.538,3518.894,3445.36,3499.992,18.73,0.5351,91210171.0,122356578.945
2009-11-16,399300.SZ,3625.798,3541.053,3625.887,3541.053,3518.722,107.076,3.043,123157323.0,170544813.035
2009-11-17,399300.SZ,3628.354,3644.962,3649.422,3619.986,3625.798,2.556,0.0705,97391368.0,135058674.684
2009-11-18,399300.SZ,3630.229,3633.851,3652.809,3612.794,3628.354,1.875,0.0517,89226283.0,119034890.321
2009-11-19,399300.SZ,3642.437,3638.073,3653.899,3604.612,3630.229,12.208,0.3363,94940095.0,125514316.335
2009-11-20,399300.SZ,3631.013,3630.576,3658.214,3597.306,3642.437,-11.424,-0.3136,94750751.0,127585253.384
2009-11-23,399300.SZ,3665.509,3636.529,3666.27,3628.195,3631.013,34.496,0.95,93990941.0,135750450.821
2009-11-24,399300.SZ,3548.08,3680.746,3698.129,3538.858,3665.509,-117.429,-3.2036,147566822.0,203721992.217
2009-11-25,399300.SZ,3629.629,3541.512,3630.301,3508.057,3548.08,81.549,2.2984,114602329.0,157030857.712
2009-11-26,399300.SZ,3485.773,3635.79,3646.607,3472.948,3629.629,-143.856,-3.9634,127882379.0,180809383.854
2009-11-27,399300.SZ,3382.51,3440.343,3480.931,3367.293,3485.773,-103.263,-2.9624,89294688.0,125775998.834
2009-11-30,399300.SZ,3511.669,3415.077,3511.765,3415.077,3382.51,129.159,3.8184,84415341.0,117377393.884
2009-12-01,399300.SZ,3560.831,3507.559,3566.78,3485.524,3511.669,49.162,1.4,101518639.0,138002623.609
2009-12-02,399300.SZ,3597.329,3578.869,3607.561,3570.287,3560.831,36.498,1.025,98052033.0,138929251.793
2009-12-03,399300.SZ,3590.876,3596.952,3603.122,3551.482,3597.329,-6.453,-0.1794,89978572.0,128562629.236
2009-12-04,399300.SZ,3643.491,3581.627,3646.263,3530.058,3590.876,52.615,1.4652,134130901.0,188843990.614
2009-12-07,399300.SZ,3668.832,3644.625,3672.798,3633.445,3643.491,25.341,0.6955,91225546.0,131991687.622
2009-12-08,399300.SZ,3624.019,3670.807,3671.042,3590.941,3668.832,-44.813,-1.2215,82940864.0,118750858.921
2009-12-09,399300.SZ,3554.478,3579.282,3603.696,3543.424,3624.019,-69.541,-1.9189,68521507.0,97091971.849
2009-12-10,399300.SZ,3577.237,3579.826,3601.289,3544.901,3554.478,22.759,0.6403,57563738.0,81151398.823
2009-12-11,399300.SZ,3575.02,3589.408,3614.952,3568.506,3577.237,-2.217,-0.062,54550912.0,74282930.261
2009-12-14,399300.SZ,3612.753,3572.531,3623.273,3495.639,3575.02,37.733,1.0555,83785021.0,113441731.758
2009-12-15,399300.SZ,3583.341,3594.51,3620.322,3578.283,3612.753,-29.412,-0.8141,69186493.0,98783625.773
2009-12-16,399300.SZ,3560.723,3568.28,3610.685,3550.667,3583.341,-22.618,-0.6312,56963912.0,81340897.367
2009-12-17,399300.SZ,3480.153,3571.052,3582.439,3475.844,3560.723,-80.57,-2.2627,63286201.0,86756667.103
2009-12-18,399300.SZ,3391.735,3450.045,3453.348,3385.675,3480.153,-88.418,-2.5406,66111015.0,89137672.408
2009-12-21,399300.SZ,3396.622,3386.326,3404.642,3354.652,3391.735,4.887,0.1441,48329805.0,69055779.059
2009-12-22,399300.SZ,3305.543,3402.228,3404.754,3296.765,3396.622,-91.079,-2.6815,53942685.0,75498512.042
2009-12-23,399300.SZ,3336.48,3303.729,3342.988,3296.292,3305.543,30.937,0.9359,48064504.0,67948267.136
2009-12-24,399300.SZ,3438.817,3346.763,3445.704,3339.298,3336.48,102.337,3.0672,64377823.0,94811625.085
2009-12-25,399300.SZ,3424.783,3434.326,3441.956,3410.667,3438.817,-14.034,-0.4081,46914576.0,68701833.803
2009-12-28,399300.SZ,3478.433,3432.82,3489.574,3432.82,3424.783,53.65,1.5665,55375390.0,78965998.321
2009-12-29,399300.SZ,3500.737,3481.903,3501.247,3451.177,3478.433,22.304,0.6412,55535765.0,78053673.797
2009-12-30,399300.SZ,3558.857,3503.816,3561.436,3498.377,3500.737,58.12,1.6602,88429370.0,124684572.895
2009-12-31,399300.SZ,3575.684,3561.367,3579.518,3542.38,3558.857,16.827,0.4728,69241890.0,98004030.329
2010-01-04,399300.SZ,3535.229,3592.468,3597.748,3535.229,3575.684,-40.455,-1.1314,66101080.0,93419838.921
2010-01-05,399300.SZ,3564.038,3545.186,3577.526,3497.661,3535.229,28.809,0.8149,85809641.0,128302442.618
2010-01-06,399300.SZ,3541.727,3558.7,3588.832,3541.173,3564.038,-22.311,-0.626,78473125.0,121045989.916
2010-01-07,399300.SZ,3471.456,3543.16,3558.556,3452.769,3541.727,-70.271,-1.9841,80350037.0,120436166.283
2010-01-08,399300.SZ,3480.13,3456.908,3482.083,3426.698,3471.456,8.674,0.2499,60790253.0,90190959.969
2010-01-11,399300.SZ,3482.052,3593.106,3594.528,3465.317,3480.13,1.922,0.0552,89980172.0,134114001.104
2010-01-12,399300.SZ,3534.916,3477.842,3535.407,3437.661,3482.052,52.864,1.5182,93743278.0,134071416.354
2010-01-13,399300.SZ,3421.144,3448.291,3490.112,3415.693,3534.916,-113.772,-3.2185,112457901.0,159860384.574
2010-01-14,399300.SZ,3469.051,3433.472,3470.323,3411.812,3421.144,47.907,1.4003,83353252.0,118107870.086
2010-01-15,399300.SZ,3482.738,3472.524,3500.072,3448.661,3469.051,13.687,0.3945,72543102.0,104035175.785
2010-01-18,399300.SZ,3500.684,3471.777,3501.26,3458.042,3482.738,17.946,0.5153,82854307.0,117884258.544
2010-01-19,399300.SZ,3507.482,3506.806,3528.39,3497.094,3500.684,6.798,0.1942,74883232.0,108023525.533
2010-01-20,399300.SZ,3394.434,3512.246,3515.449,3387.818,3507.482,-113.048,-3.2231,92495146.0,128416164.613
2010-01-21,399300.SZ,3408.574,3397.043,3425.18,3364.723,3394.434,14.14,0.4166,70595068.0,100076607.006
2010-01-22,399300.SZ,3366.197,3364.452,3390.796,3293.194,3408.574,-42.377,-1.2432,88933404.0,119197815.814
2010-01-25,399300.SZ,3328.014,3340.013,3372.426,3326.266,3366.197,-38.183,-1.1343,56849171.0,76626626.843
2010-01-26,399300.SZ,3242.797,3328.113,3341.198,3222.14,3325.691,-82.894,-2.4925,61752231.0,81586059.213
2010-01-27,399300.SZ,3198.566,3243.038,3255.116,3183.365,3242.797,-44.231,-1.364,52691394.0,70540273.182
2010-01-28,399300.SZ,3206.57,3195.289,3220.306,3168.463,3198.566,8.004,0.2502,46990716.0,64082115.658
2010-01-29,399300.SZ,3204.155,3190.315,3249.455,3176.916,3206.57,-2.415,-0.0753,50262613.0,68018118.702
2010-02-01,399300.SZ,3152.707,3198.23,3198.311,3116.439,3204.155,-51.448,-1.6057,57001380.0,75982150.475
2010-02-02,399300.SZ,3146.189,3170.778,3211.941,3143.085,3152.707,-6.518,-0.2067,50130033.0,68318412.373
2010-02-03,399300.SZ,3230.715,3160.712,3231.102,3094.568,3146.189,84.526,2.6866,64798894.0,87536249.983
2010-02-04,399300.SZ,3218.802,3206.431,3242.519,3190.437,3230.715,-11.913,-0.3687,58972726.0,75466552.963
2010-02-05,399300.SZ,3153.087,3147.721,3177.42,3129.921,3218.802,-65.715,-2.0416,59105845.0,73693132.366
2010-02-08,399300.SZ,3150.988,3152.253,3172.306,3133.808,3153.087,-2.099,-0.0666,37355951.0,47902429.25
2010-02-09,399300.SZ,3169.19,3147.761,3178.947,3144.478,3150.988,18.202,0.5777,35953158.0,45222660.374
2010-02-10,399300.SZ,3214.13,3195.142,3214.456,3182.834,3169.19,44.94,1.418,34219894.0,48152144.637
2010-02-11,399300.SZ,3220.398,3216.688,3238.349,3207.165,3214.13,6.268,0.195,35791052.0,46999712.971
2010-02-12,399300.SZ,3251.278,3232.879,3253.196,3228.738,3220.398,30.88,0.9589,34058238.0,46703220.577
2010-02-22,399300.SZ,3233.345,3248.947,3261.949,3232.784,3251.278,-17.933,-0.5516,38283772.0,49981333.658
2010-02-23,399300.SZ,3198.634,3225.393,3225.393,3152.934,3233.345,-34.711,-1.0735,42742898.0,62386076.936
2010-02-24,399300.SZ,3244.483,3177.082,3244.816,3165.133,3198.634,45.849,1.4334,49989437.0,64414097.361
2010-02-25,399300.SZ,3292.128,3252.153,3294.144,3249.329,3244.483,47.645,1.4685,67586617.0,89485801.632
2010-02-26,399300.SZ,3281.666,3286.095,3301.149,3273.693,3292.128,-10.462,-0.3178,52107288.0,70171666.128
2010-03-01,399300.SZ,3324.423,3290.007,3330.378,3287.556,3281.666,42.757,1.3029,60504520.0,81205689.009
2010-03-02,399300.SZ,3311.236,3327.103,3339.894,3299.685,3324.423,-13.187,-0.3967,57034374.0,76233992.315
2010-03-03,399300.SZ,3335.081,3313.023,3335.654,3293.916,3311.236,23.845,0.7201,60622732.0,78442132.954
2010-03-04,399300.SZ,3250.573,3338.674,3345.909,3244.978,3335.081,-84.508,-2.5339,69346810.0,89462913.752
2010-03-05,399300.SZ,3259.764,3253.164,3276.403,3239.677,3250.573,9.191,0.2828,45629138.0,59621178.434
2010-03-08,399300.SZ,3286.178,3268.397,3293.93,3258.034,3259.764,26.414,0.8103,41540876.0,54686555.117
2010-03-09,399300.SZ,3305.863,3285.62,3322.506,3255.982,3286.178,19.685,0.599,54199486.0,71971297.725
2010-03-10,399300.SZ,3279.694,3304.036,3321.081,3267.761,3305.863,-26.169,-0.7916,46421079.0,61760429.281
2010-03-11,399300.SZ,3276.705,3282.199,3303.488,3251.704,3279.694,-2.989,-0.0911,47487754.0,63732658.851
2010-03-12,399300.SZ,3233.126,3277.309,3284.263,3232.117,3276.705,-43.579,-1.33,39957344.0,52611210.82
2010-03-15,399300.SZ,3183.183,3231.216,3234.821,3171.803,3233.126,-49.943,-1.5447,37844304.0,49219898.122
2010-03-16,399300.SZ,3203.971,3183.775,3204.289,3169.098,3183.183,20.788,0.6531,30847780.0,41510426.396
2010-03-17,399300.SZ,3273.916,3214.216,3273.998,3207.271,3203.971,69.945,2.1831,45800934.0,62587395.428
2010-03-18,399300.SZ,3267.555,3277.883,3295.368,3256.593,3273.916,-6.361,-0.1943,46948013.0,62509130.228
2010-03-19,399300.SZ,3293.871,3270.978,3296.411,3251.136,3267.555,26.316,0.8054,46062187.0,62114230.718
2010-03-22,399300.SZ,3302.628,3297.824,3313.922,3288.506,3293.871,8.757,0.2659,49439462.0,65652976.792
2010-03-23,399300.SZ,3275.573,3305.554,3309.12,3272.921,3302.628,-27.055,-0.8192,46539536.0,62145531.443
2010-03-24,399300.SZ,3276.669,3282.052,3298.543,3271.033,3275.573,1.096,0.0335,44547966.0,58330301.241
2010-03-25,399300.SZ,3229.128,3270.39,3270.39,3222.821,3276.669,-47.541,-1.4509,44984285.0,58604759.567
2010-03-26,399300.SZ,3275.002,3226.8,3285.388,3220.594,3229.128,45.874,1.4206,47444965.0,61592843.185
2010-03-29,399300.SZ,3358.54,3295.763,3363.605,3293.671,3275.002,83.538,2.5508,84724910.0,110326973.484
