日期,农林牧渔,基础化工,钢铁,有色金属,电子,家用电器,食品饮料,纺织服饰,轻工制造,医药生物,公用事业,交通运输,房地产,商贸零售,社会服务,综合,建筑材料,建筑装饰,电力设备,国防军工,计算机,传媒,通信,银行,非银金融,汽车,机械设备,煤炭,石油石化,环保,美容护理
1999-12-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,,1000,1000,,1000,1000,1000,1000,1000,1000
2000-01-04,1027.66,1025.03,1022.21,1029.82,1043.81,1033.04,1024.64,1024.9,1025.14,1026.71,1024.38,1026.69,1032.15,1037.24,1023.37,1029.81,1022.59,1030.69,1024.7,313.72,1026.13,246.95,1078.71,1043.67,445.32,981.88,276.66,1026.58,1023.34,1022.6,1025.26
2000-01-05,1028.87,1034.06,1022.25,1032.6,1047.01,1022.01,1029.26,1029.68,1032.21,1029.57,1028.22,1031.12,1034.17,1049.97,1031.92,1047.65,1026.04,1029.37,1021.11,312.95,1002.71,249.56,1060.54,1030.93,441.82,984.07,278.46,1024.39,1035.75,1026.9,1016.83
2000-01-06,1065.67,1081.01,1056.28,1071.66,1095.48,1080.93,1068.67,1058.86,1069.82,1067.96,1070.19,1066.99,1069.96,1087.33,1068.37,1083.61,1058.6,1068.99,1055.51,320.52,1051.14,261.12,1114.07,1068.45,457.14,1019.39,289.16,1067.1,1091.2,1069.32,1045.77
2000-01-07,1106.19,1114.65,1102.06,1116.23,1128.03,1147.08,1110.33,1101.92,1107.35,1108.28,1104.79,1109.21,1107.52,1142.12,1103.45,1132.7,1092.81,1107.49,1089.32,338.4,1071.55,268.18,1143.5,1109.98,473.01,1051.07,299.87,1098.21,1111.47,1099.73,1072.1
2000-01-10,1130.06,1128.31,1107.3,1178.55,1144.21,1163.55,1128.06,1133.9,1126.33,1129.94,1126.27,1126.38,1133.78,1174.94,1128.08,1164.68,1115.89,1123.13,1112.08,342.23,1084.85,274.29,1160.24,1138.34,501.68,1069.38,306.25,1118.49,1103.32,1128.96,1109.7
2000-01-11,1104.18,1074.06,1057.53,1115.6,1102.85,1095.61,1100.37,1078.49,1094.73,1086.76,1076.1,1078.71,1083.97,1134.88,1077.84,1115.26,1069.33,1081.36,1066.59,333.81,1031.73,270.32,1089.27,1079.83,470.36,1031.93,293.65,1083.11,1062.66,1098.3,1042.45
2000-01-12,1080.4,1042.69,1032.39,1083.88,1059.7,1064.93,1077.06,1047.47,1059.84,1053.34,1045.81,1050.72,1058.68,1108.82,1042.32,1088.57,1057.03,1057.06,1041.71,325.47,999.9,265.84,1049.22,1036.19,454.16,1026.43,286.9,1072.2,1039.03,1053.6,1010.66
2000-01-13,1066.57,1034.76,1045.07,1074.29,1052.12,1051.97,1065.91,1038.99,1045.29,1048.31,1039.79,1041.98,1051.14,1083.83,1035.9,1075.84,1048.48,1038.77,1034.3,319.4,997.25,264.07,1042.94,1029.35,447.66,1011.52,286.54,1062.32,1038.39,1044.12,999.15
2000-01-14,1062.16,1022.44,1027.91,1060.16,1037.85,1035.04,1050.7,1026.18,1042.81,1036.22,1033.03,1030.26,1038.64,1081.99,1030.25,1063.67,1038.07,1027.91,1033.43,309.99,985.19,260.65,1021.29,1009.79,442.5,1010.07,283.15,1055.85,1032.73,1035.09,975.78
2000-01-17,1085.92,1038.64,1039.32,1088.92,1056.25,1056.72,1067.68,1042.91,1055.99,1057.05,1052.99,1050.78,1057.72,1116.49,1049.38,1087.63,1062.34,1043.84,1036.6,311.36,997.09,269.14,1036.29,1020.1,449.58,1017.8,287.97,1062.15,1046.57,1062.03,993.22
2000-01-18,1076.92,1041.23,1040.98,1083.01,1053.13,1047.28,1060.86,1043.68,1059.99,1055.75,1063.16,1048.31,1053.7,1103,1045.66,1081.08,1058.89,1033.7,1042.9,313.25,1001.06,271.06,1031.5,1001.83,448.93,1016.15,289,1066.04,1054.54,1067.72,996.53
2000-01-19,1110.19,1051.28,1067.94,1089.33,1068.37,1059.81,1080.1,1057.25,1066.55,1071.83,1068.01,1057.63,1062.14,1113.65,1052.51,1099.02,1069.85,1041.33,1052.9,321.09,1031.7,279.44,1057.52,1005.44,453.33,1028.74,291.57,1084.55,1061.28,1080.48,1008.86
2000-01-20,1149.22,1064.11,1068.96,1119.08,1093.45,1076.99,1101.26,1070.17,1088.12,1093.7,1079.78,1069.98,1082.54,1144.86,1077.26,1119.25,1086.29,1052.32,1072.43,324.47,1050.31,290.14,1081.9,1010.53,460.29,1044.56,295.54,1132.11,1071.68,1104.94,1004.59
2000-01-21,1148.63,1056.18,1055.93,1111.1,1109.01,1082.81,1095.67,1066.12,1081.67,1088.86,1082.78,1071.66,1080.92,1150.31,1074.77,1129.79,1068.09,1060.47,1075.3,323.8,1071.36,297.87,1092.6,1013.78,461.43,1033.1,299.36,1127.99,1058.25,1097.58,1012.31
2000-01-24,1172.99,1054.27,1069.07,1126.48,1138.13,1095.5,1114.25,1095.26,1085.43,1113.7,1101.43,1079.28,1092.06,1181.01,1093.15,1144.44,1072.36,1065.55,1097.05,326.27,1103.83,307.65,1115.98,995.26,456.89,1036.27,302.94,1154.95,1080.38,1104.85,1002.58
2000-01-25,1196.05,1060.84,1079.05,1131.02,1143.11,1099.64,1106.62,1093.56,1083.77,1109.4,1094.52,1077.57,1093.5,1174.23,1097.23,1137.18,1071.72,1076.02,1088.89,325.06,1078.34,311.24,1079.16,1009.25,457.98,1049.32,300.22,1156,1080.26,1107.79,1009.23
2000-01-26,1200.14,1061.37,1090.39,1134.4,1139.56,1096.63,1119.97,1097.7,1088.15,1113.5,1097.6,1083.72,1102.74,1177.57,1099.85,1140.3,1079.44,1066.96,1083.43,322.55,1089.08,318.78,1067.78,1003.73,468.44,1047.13,298.33,1141.58,1102.91,1113.01,1004.01
2000-01-27,1210.27,1066.38,1077.36,1149.17,1199.35,1109.53,1122.66,1098.8,1104.65,1134.28,1115.67,1087.26,1119.8,1203.78,1121.62,1184.59,1081.54,1091.41,1115.32,323.62,1191.09,330.8,1139.84,1015.63,468.7,1044.44,301.34,1171.86,1107.56,1124.05,987.52
2000-01-28,1216.79,1082.05,1083.06,1168.21,1234.92,1130.98,1145.8,1119.34,1120.25,1150.49,1135.44,1100.44,1146.88,1247.55,1166.6,1220.55,1091.32,1106.61,1127.27,331.51,1226.68,347.7,1161.8,1045.95,472.09,1057.9,304.53,1207.84,1108.65,1160.03,998.78
2000-02-14,1328.78,1177.35,1175.3,1274.65,1352.56,1238.34,1244.34,1216.7,1225.67,1252.47,1241.66,1201.02,1250.26,1366.71,1278,1334.41,1186.61,1207.05,1229.65,361.11,1349.41,375,1278.01,1145.24,515.44,1148.04,332.85,1311.77,1205.68,1263.33,1092.95
2000-02-15,1356.6,1158.1,1131.53,1273.18,1385.69,1222.6,1219.03,1196.63,1220.77,1239.96,1268.06,1208.12,1248.13,1409.16,1298.58,1378.31,1191.34,1245.02,1221.77,345.05,1417.08,378.16,1344.73,1089.05,504.96,1111.95,333.5,1347.65,1198.76,1283.25,1044.92
2000-02-16,1404.39,1173.22,1128.89,1282.95,1427.97,1210.59,1222.73,1200.84,1233.59,1237.01,1293.63,1244.17,1281.06,1482.1,1325.12,1432.5,1214.78,1300.35,1226.99,332.91,1494.31,393.21,1441.33,1059.44,508.62,1109.37,337.43,1384.24,1218.24,1297.57,1084.41
2000-02-17,1369.7,1144.86,1139.81,1209.91,1325.86,1161.76,1172.03,1183.78,1218.85,1177.34,1238.69,1253.45,1250.23,1403.74,1257.92,1365,1205.48,1326.56,1166.67,327.4,1355.61,380.16,1326.81,1054.12,492.38,1100.95,331.79,1337.02,1196.37,1256.92,1043.85
2000-02-18,1413.28,1159.92,1107.09,1218.87,1367.6,1171.32,1206.57,1184.64,1248.52,1202.81,1264.18,1293.68,1263.63,1447.85,1293.14,1392.51,1237.89,1378.41,1167.76,321.47,1414.51,397.23,1363.93,1036.4,494.17,1087.99,338.48,1345.11,1208.18,1277.87,1020.25
2000-02-21,1441.89,1182.37,1123.19,1224.73,1341.93,1175.7,1210.13,1217.88,1282.21,1213.84,1281.6,1316.53,1288.6,1421.54,1305.12,1400.03,1284.2,1438.82,1164.67,337.08,1316.29,392.84,1299.33,1070.85,498.34,1106.08,346.23,1318.28,1231.36,1286.32,1026.17
2000-02-22,1419.15,1153.48,1097.77,1181.78,1317.96,1141.3,1186.69,1166.39,1218.25,1202.8,1243.04,1256.92,1241.08,1368.14,1273.18,1333.3,1221.82,1384.31,1122.49,324.43,1251.16,403.2,1258.21,1031.38,480.91,1085.2,333.41,1285.89,1201.52,1237.81,1018.57
2000-02-23,1399.22,1135.07,1081.86,1164.12,1261.55,1109.04,1155.03,1172.62,1176.4,1183.53,1219.2,1208.42,1212.82,1316.6,1242.61,1276.25,1205.45,1339.35,1090.18,320.32,1194.43,396.89,1206.17,1023.65,469.07,1063.45,322.31,1253.48,1160.08,1214.07,1037.89
2000-02-24,1424.87,1156.27,1093.77,1187.91,1304.43,1128.22,1182.26,1195.08,1207.39,1232.86,1254.33,1245.34,1233.37,1359.91,1296.58,1326.39,1230.23,1412.29,1117.45,329.33,1267.02,412.58,1253.62,1029.73,472.05,1085.98,330.71,1268.44,1189,1239.97,1046.2
2000-02-25,1425.97,1150.11,1106.63,1169.29,1309.33,1117.33,1182.01,1184.65,1207.02,1245.31,1245.04,1226.1,1225.59,1348.75,1303.98,1317.03,1223.83,1466.66,1125.04,326.34,1255.38,424.15,1228.35,1023.28,470.02,1078.29,329.58,1282.04,1188.01,1246.68,1022.36
2000-02-28,1493.82,1200.21,1134.32,1209.1,1400.32,1153.57,1232.92,1210.94,1247.76,1307.64,1299.4,1274.72,1279.61,1423.51,1357.05,1378.14,1257.02,1564.98,1174.14,340.64,1364.07,449.59,1329.36,1047.63,489.23,1098.95,342.18,1332.58,1237.47,1280.1,1061.38
2000-02-29,1493.42,1203.65,1141.95,1213.31,1409.85,1189.96,1220.04,1224.02,1241.34,1290.61,1296.69,1279.83,1305.27,1404.43,1360.6,1374.84,1257.38,1595.51,1178.23,337.96,1316.86,452.28,1309.26,1039.89,478.46,1124.25,345.21,1342.33,1227.6,1291.12,1085.47
2000-03-01,1502.71,1202.37,1146.87,1229.49,1372.28,1175.76,1211,1223.67,1237.11,1273.97,1307.57,1276.04,1308.49,1390.92,1350.83,1370.9,1271.9,1525.92,1184.36,332.93,1283.76,450.91,1270.71,1067.38,493.97,1114.22,342.01,1353.87,1234.38,1287.69,1060.33
2000-03-02,1507.87,1208.69,1142.28,1229.18,1405.72,1172.76,1213.24,1237.36,1258.44,1286.88,1305.92,1282.66,1309.6,1410.99,1362.68,1376.61,1277.67,1544.29,1200.59,344.99,1314.45,448.16,1276.61,1044.89,491.82,1117.95,341.36,1392.52,1257.73,1292.82,1079.55
2000-03-03,1498.59,1226.32,1152.16,1249.45,1430.19,1199.11,1235.28,1264.7,1280.59,1299.51,1324.74,1302.37,1320.73,1429.85,1388.71,1379.69,1304.95,1560.43,1234.02,356,1324.24,442.57,1277.46,1061.27,515.3,1135.97,345.71,1412.64,1282.13,1317.08,1073.26
2000-03-06,1449.86,1184.4,1140.69,1214.54,1344.13,1173.08,1191.56,1240.87,1236.7,1241.84,1274.91,1251.79,1255.9,1358.46,1319.53,1308.49,1254.6,1460.3,1169.33,343.66,1236.46,431.21,1227.64,1042.91,499.7,1118.1,331.27,1380.65,1237.08,1256.7,1025.93
2000-03-07,1449.21,1194.54,1162.22,1225.84,1337.72,1227.63,1200.46,1232.21,1255.77,1263.4,1286.27,1270.03,1255.62,1366.91,1322.34,1317.09,1279.24,1470.65,1188.57,352.36,1244.51,435.57,1225.88,1075.35,525.2,1150.71,334.83,1359.88,1251.54,1266.66,1023.56
2000-03-08,1469.58,1209.72,1151.34,1242.33,1372.54,1241.4,1208.22,1258.6,1279.85,1284.37,1325.98,1294.08,1282.95,1407.86,1351.43,1350.28,1289.74,1515,1207.03,355.03,1276.7,459.8,1280.17,1062.18,526.81,1149.84,338.26,1395.62,1262.09,1290.58,1035.66
2000-03-09,1474.38,1205.07,1146.85,1232.44,1360.11,1272.97,1208.07,1252.89,1261.22,1287.81,1347.85,1292.85,1274.54,1401.15,1384.37,1346.83,1290.11,1488.31,1202.77,350.93,1275.44,458.19,1285.99,1122.78,548.65,1138.57,339.87,1391.91,1260.81,1276.92,1059.04
2000-03-10,1448.85,1186.99,1137.11,1211.32,1352.4,1235.44,1197.39,1228.78,1244.77,1262.49,1311.49,1271.98,1258.28,1378.48,1352.63,1327.5,1273.8,1487.92,1179.62,342.25,1278.76,465.23,1252.86,1073.21,528.32,1110.57,333.64,1378.59,1249.41,1269.79,1072.09
2000-03-13,1478.78,1210.03,1161.63,1231.01,1364.95,1255.81,1211.25,1246.55,1268.87,1282.28,1316,1290.64,1288.19,1387.05,1382.92,1344.34,1302.3,1499.86,1196.72,345.86,1315.02,476.83,1278.24,1075.32,546.62,1128.76,339.88,1406.09,1262.16,1299.3,1089.52
2000-03-14,1448.17,1188.59,1143.51,1209.67,1328.52,1213.12,1187,1240.25,1248.89,1249.1,1286.24,1254.83,1263.84,1346.68,1350.6,1319.62,1287.86,1476.72,1197.49,340.76,1274.5,460.89,1261.3,1053.52,522.5,1121.18,332.61,1356.91,1231.48,1268.5,1066.87
2000-03-15,1450.1,1199.45,1161.73,1220.61,1314.68,1195,1192.61,1260.81,1251.18,1260.48,1272.68,1260.7,1277.46,1341.47,1353.87,1310.86,1308.95,1462.17,1204.12,340.57,1270.56,464.06,1287.95,1043.97,513.41,1127.67,336.34,1350.89,1235.55,1286.1,1096.88
2000-03-16,1402.56,1144.04,1122.49,1164.72,1253.3,1134.16,1141.24,1200.79,1199.98,1203.36,1205.59,1200.73,1213.87,1273.73,1288.53,1239.83,1247,1382.44,1133.48,320.95,1204.62,437.63,1211.13,1015.5,488.22,1081.35,322.12,1307.65,1193.09,1221.76,1026.66
2000-03-17,1444.13,1174.56,1146.79,1195.14,1306.69,1173.04,1175.83,1251.48,1233.14,1240.69,1249.58,1242.86,1258.05,1323.32,1347.56,1279.62,1292.8,1448.47,1174.43,328.76,1246.23,455.69,1255.95,1029.92,504.62,1103.33,330.58,1340.13,1233.79,1263.87,1089.06
2000-03-20,1476.28,1209.56,1184.34,1245.7,1347.37,1191.06,1208.13,1303.94,1265.05,1280.26,1277.52,1263.95,1293.07,1355.5,1418.52,1314.06,1353.16,1471.15,1213.08,349.57,1280.59,464.7,1266.37,1034.04,510.15,1132.7,343.68,1355.14,1259.25,1305.05,1159.65
2000-03-21,1484.09,1218.91,1187.56,1255.98,1364.28,1201.22,1213.55,1316.85,1276.95,1297.75,1296.04,1270.07,1305.41,1362.49,1418.8,1317.08,1369.11,1470.48,1219.78,347.97,1286.3,448.56,1261.97,1035.26,508,1155.83,345.84,1360.75,1261.82,1305.33,1163.9
2000-03-22,1490.19,1226.6,1193.54,1259.59,1382.9,1215.83,1214.96,1317.8,1282.36,1296.96,1305.74,1285.84,1310.16,1378.27,1427.29,1331.85,1377.89,1500.95,1225.47,347.82,1320.8,442.42,1278.2,1048.27,516.49,1160.52,347.1,1364.82,1260.6,1314.87,1177.78
2000-03-23,1510.84,1252.56,1200.47,1286.76,1409.29,1224.65,1233.22,1352.17,1306.55,1318.16,1335.16,1296.25,1332.27,1401.85,1475.58,1357.77,1426.05,1512.16,1246.87,354.48,1332.44,448.55,1284.74,1055.53,544.55,1190.75,351.54,1399.67,1274.11,1350.53,1190.58
2000-03-24,1493.61,1236.63,1176.11,1281.59,1394,1218.91,1232.71,1349.54,1279.49,1303.73,1324.06,1273.26,1326.93,1396.73,1482.07,1349.19,1406.85,1487.68,1216.98,344.12,1305.5,443.76,1304.02,1051.4,540.94,1172.12,350.25,1401.57,1274.46,1334.33,1140.17
2000-03-27,1523.32,1281.57,1212.78,1318.67,1429.67,1243.49,1276.49,1395.61,1326.62,1342.66,1370.77,1298.7,1378.08,1427.25,1533.72,1385.56,1450.6,1525.9,1245.58,351.56,1343.99,433.55,1361.71,1067.75,561.98,1207.26,364.91,1449.77,1332,1387.58,1198.41
2000-03-28,1544.13,1295.78,1230.26,1335.49,1438.11,1248.33,1278.24,1402.7,1338.69,1354.17,1397.14,1325.58,1377.17,1442.49,1517.42,1395.23,1475.93,1539.8,1244.87,357.41,1357.43,431.88,1367.23,1058.39,553.75,1226.94,367.02,1461.1,1362.62,1386.52,1218.92
2000-03-29,1537.14,1290.86,1221.2,1319.11,1443.36,1247.06,1274.47,1403.3,1331.47,1346.99,1382.96,1318.6,1366.09,1446.21,1501.75,1389.8,1467.08,1535.07,1254.48,353.98,1363.62,429.09,1348.15,1046.41,547.35,1226.8,366.05,1446.99,1352.38,1383.72,1208.84
2000-03-30,1540.48,1307.8,1232.22,1343.96,1465.51,1260.91,1293.95,1438.47,1337.97,1366.59,1408.15,1338.34,1384.85,1462.81,1523.71,1408.11,1498.37,1540.21,1283.9,356.79,1351.84,428.36,1363.91,1052.21,562.14,1239.3,369.24,1455.92,1360.99,1393.85,1259.37
2000-03-31,1537.94,1302.26,1238.12,1333.83,1448.55,1249.55,1277.41,1416.52,1335.3,1357.69,1389.67,1324.47,1375.7,1440.37,1505.4,1390.26,1501.44,1527.79,1283.14,355.52,1330.08,424.89,1359.67,1042.47,574.39,1233.33,367.05,1480.57,1356.37,1380.24,1215.84
2000-04-03,1522.13,1299.99,1235.51,1340,1458.91,1240.88,1274.27,1399.04,1332.56,1357.59,1384.53,1314.35,1379.91,1443.67,1495.83,1373.62,1463.8,1522.22,1296.32,357.25,1327.68,429,1333.52,1039.37,600.61,1223.72,365.05,1479.55,1352.74,1388.09,1205.51
2000-04-04,1507.87,1255.22,1208.87,1305,1411.78,1211.44,1257.82,1352.66,1305.96,1336.62,1357.3,1287.6,1356.99,1410.69,1476.43,1347.81,1425.64,1487.08,1268.95,350.28,1307.59,421.86,1290.92,1028.23,606.3,1187.15,358.04,1412.01,1307.55,1334.09,1154.39
2000-04-05,1518.92,1267.19,1218.21,1322.83,1410.82,1218.56,1263.01,1361.61,1311.82,1351.59,1370.63,1303.14,1375.83,1425.85,1497.45,1353.47,1438.18,1484.95,1279.86,348.71,1318.36,422.65,1301.76,1040.73,609.24,1196.07,359.31,1395.59,1317.48,1337.06,1155.34
2000-04-06,1541.46,1295.73,1246.97,1351.91,1440.27,1241.43,1278.17,1384.22,1339.52,1384.33,1399.21,1331.21,1429.48,1460.46,1528.97,1390.61,1476.52,1521.61,1296.99,355.26,1334.43,420.96,1317.48,1047.85,614.87,1223.16,366.52,1416.99,1345.22,1376.78,1196.25
2000-04-07,1569.14,1311.17,1272.05,1350.27,1437.88,1246.55,1287.71,1392.32,1351.7,1392.92,1416.5,1350.93,1431.03,1479.99,1513.44,1388.53,1495.07,1529.63,1305.61,363.92,1337.4,412.52,1320.51,1069.31,621.96,1237.65,369.25,1421.4,1356.91,1380.57,1195.07
2000-04-10,1557.76,1333.62,1292.96,1358.25,1448.08,1243.86,1295.62,1399.88,1360.55,1404.81,1424.3,1366.41,1438.1,1484.48,1509.57,1391.39,1503.06,1524.74,1302.75,369.2,1341.43,408.96,1318.33,1063.83,614.37,1276.73,370.89,1421.55,1378.77,1381.92,1216.18
2000-04-11,1564.94,1318.98,1279.34,1355.34,1462.58,1258.04,1295.55,1401.34,1342.65,1391.99,1419.97,1354.17,1419.2,1478.08,1505.45,1395.72,1487.79,1531.16,1309.49,361.92,1396.43,411.18,1340.62,1067.11,591.34,1258.85,368.35,1444.45,1352.85,1365.7,1219.39
2000-04-12,1551.9,1321.27,1307.28,1344.69,1423.39,1246.95,1277.84,1392.8,1344.07,1380.04,1405.18,1340.72,1409.77,1463.19,1499.77,1379.42,1474.63,1500.1,1288.86,367.71,1341.73,399.18,1299.04,1073.08,598.25,1260.75,367.97,1429.46,1368.76,1369.25,1206.58
2000-04-13,1573.71,1346.24,1344.08,1359.82,1431.11,1253.66,1298.1,1393.53,1367.59,1387.83,1420.36,1354.21,1425.27,1476.33,1491.27,1389.26,1481.14,1514.61,1300.84,369.52,1378.03,400.97,1306.6,1076.3,595.51,1277.81,372.59,1435.55,1418.16,1386.06,1217.02
2000-04-14,1568.76,1345.06,1346.9,1347.88,1416.61,1273.48,1304.1,1385.52,1358.26,1388.8,1428.31,1349.27,1423.12,1475.2,1486.39,1387.84,1493.96,1506.79,1329.8,373.52,1358.51,402.12,1294.29,1093.03,592.7,1272.52,369.21,1455.05,1435.38,1383.41,1205.16
2000-04-17,1545.19,1314.97,1315.37,1310.94,1367.62,1250.11,1287.82,1367.14,1334.11,1349.14,1420.79,1322.25,1390.51,1440.02,1434.03,1365.89,1478.16,1462.24,1333.09,375.63,1290.79,400.79,1247.03,1075.1,566.64,1234.88,361.33,1448.93,1383.43,1347.53,1192.22
2000-04-18,1550.94,1320.4,1316.27,1315.82,1376.14,1248.36,1293.35,1379.3,1341.25,1361.48,1430.97,1327.17,1398.64,1451.54,1448.84,1374.52,1483.78,1460.61,1340.08,372.51,1327.29,407.46,1256.44,1075.38,573.73,1256.47,366.36,1433.61,1386.13,1356.87,1228.76
2000-04-19,1575.33,1331.41,1313.97,1338.6,1404.03,1255.25,1304.08,1388.41,1372.93,1391.17,1460.58,1352.47,1415.18,1473.16,1476.48,1393.05,1521.9,1476.92,1343.53,370.77,1338.22,407.73,1290.42,1072.85,579.31,1269.58,372.64,1414.54,1382.08,1370.77,1233.5
2000-04-20,1587.4,1339.02,1328.53,1354.77,1411.54,1251.81,1304.3,1400.82,1381.6,1398.2,1479.92,1378.17,1427.46,1475.25,1490.39,1418.9,1547.47,1479.07,1348.18,368.95,1345.84,412.21,1297.55,1068.25,584.31,1282.38,377.53,1419.87,1393.91,1368.21,1255.21
2000-04-21,1574.37,1322.21,1312.98,1351,1415.85,1234.96,1297.52,1405.93,1366.05,1390.09,1469.49,1386.56,1423.42,1481.04,1486.29,1423.89,1539.66,1498.7,1342.89,364.57,1348.99,411.48,1314.24,1057.99,580.75,1271.52,375.72,1405.95,1371.3,1356.09,1223.18
2000-04-24,1576.25,1321.98,1309.14,1357.53,1403.52,1219,1298.6,1399.71,1351.38,1374.36,1461.79,1372.77,1425.73,1484.62,1469.79,1425.15,1546.9,1501.46,1312.47,361.04,1332.54,406.56,1295.41,1044.37,575.01,1269.03,373.73,1407.76,1365.98,1334.79,1245.24
2000-04-25,1578.45,1328.53,1326.84,1346.18,1398.09,1228.04,1291.27,1393.41,1350.36,1376,1456.79,1379.21,1411.96,1483.16,1475.23,1411.53,1549.87,1484.96,1333.59,364.94,1330.77,403.34,1262.54,1049.15,583.04,1254.48,372.74,1409.39,1390.62,1335.4,1220.33
2000-04-26,1578.58,1324.39,1317.78,1346.03,1404.2,1227,1291.72,1404.12,1348.69,1373.59,1449.09,1380.74,1408.93,1484.37,1474.07,1397.8,1552.09,1489.55,1331.46,361.3,1337.69,404.07,1262.85,1067.9,581.91,1270.13,370.61,1409.04,1375.94,1322.17,1218.79
2000-04-27,1586.93,1300.04,1301.44,1323.02,1394.73,1219.55,1271.89,1382.11,1328.12,1350.05,1425.59,1365.46,1386.57,1471.54,1455.81,1384.66,1545.61,1478.18,1310.51,347.24,1330.3,402.01,1258.73,1050.38,566.99,1244.32,363.47,1376.06,1355.1,1301.22,1183.92
2000-04-28,1619.77,1314.99,1311.49,1350.55,1432.03,1238.94,1293.71,1401.68,1347.92,1374.81,1446.34,1385.25,1411.46,1489.95,1483.14,1402.45,1577.9,1518.21,1330.49,350.4,1430.04,412.22,1300.96,1064.9,574.61,1255.63,365.74,1399.43,1381.55,1323.68,1191.04
2000-05-08,1620.15,1316.54,1330.55,1356.76,1426.36,1234.83,1296.99,1392.58,1343.07,1376.25,1460.84,1406.56,1414.24,1483.64,1486.15,1403.81,1574.99,1513.83,1328.63,347.99,1408.34,401.56,1284.37,1055.52,587.43,1260.89,368.3,1416.61,1386.81,1330.98,1184.88
2000-05-09,1598.22,1299.38,1315,1339.02,1404.46,1212.03,1277.5,1369.76,1329.91,1358.75,1443.32,1382.91,1388.61,1457.56,1474.2,1388.1,1545.64,1479.77,1310.03,343.05,1363.93,392.58,1248.11,1031.4,574.13,1232.69,365.1,1395.67,1371.18,1310.36,1165.3
2000-05-10,1555.9,1254.33,1265.04,1276.23,1372.8,1171.27,1236.91,1343.78,1286.6,1314.6,1398.34,1333.03,1341.8,1410.03,1415.85,1349.13,1497.48,1431.7,1273.95,331.97,1344.22,382.07,1214.77,1016.75,548.5,1194.23,353.6,1353.8,1333.44,1264.89,1118.8
2000-05-11,1532.81,1234.54,1233.06,1246.1,1332.11,1154.74,1221.47,1333.34,1256.08,1291.1,1366.59,1307.31,1315.09,1391.87,1385.33,1319.58,1469.33,1398.48,1235.85,326.08,1318.85,379.83,1198.3,1009.72,539.77,1164.03,349.18,1322.65,1326.19,1229.57,1098.29
2000-05-12,1530.9,1233.28,1228.78,1246.47,1326.25,1148.59,1222.09,1364.49,1247.58,1290.82,1366.24,1306.64,1310.9,1386.41,1374.34,1322.42,1471.86,1397.89,1224.5,324.84,1308.75,375.15,1188.76,1011.41,536.63,1160.69,348.88,1335.29,1327.38,1229.33,1103.03
2000-05-15,1498.2,1219.5,1214.1,1229.73,1312.64,1129.13,1216.76,1352.66,1238.29,1284.05,1342.69,1303.51,1288.52,1378.57,1362.28,1314.3,1466.25,1380.33,1202.78,319.14,1281.3,371.79,1174.39,979.57,520.17,1141.3,344.85,1327.49,1305.69,1219.93,1103.73
2000-05-16,1505.7,1238.88,1237.54,1249.02,1329.69,1143.74,1230.18,1363.75,1256.72,1301.47,1362.14,1315.63,1307.83,1397.52,1384.79,1334.34,1477.09,1397.62,1222.44,321.64,1306.79,371.38,1192.89,990.54,524.46,1160.16,348.31,1340.18,1329.05,1244.9,1110.14
2000-05-17,1510.09,1234.83,1230.48,1250.15,1331.13,1148.45,1229.55,1367.2,1250.55,1301.5,1368.05,1322.95,1308.66,1394.01,1383.76,1341.75,1474.71,1400.28,1215.07,325.45,1305.03,376.15,1191.69,986.46,519.65,1158.9,347.71,1349.29,1322.26,1239.92,1097.45
2000-05-18,1539.45,1261.3,1275.07,1277.18,1354.36,1161.49,1251.99,1406.7,1278.73,1328.41,1397.65,1351.95,1340.21,1416.47,1427.68,1378.73,1512.32,1424.71,1237.88,332.63,1320.96,379.58,1211.63,994.61,525.86,1185.57,355.12,1382.98,1350.78,1277.46,1130.78
2000-05-19,1556.01,1280.05,1305.84,1293.26,1370.8,1170.3,1262.62,1419.02,1301.37,1346.9,1422.35,1365.58,1361.13,1441.57,1455.03,1393.33,1529.48,1449.1,1241.67,332.19,1343.62,384.75,1225.65,1001.12,536.85,1192.02,360.48,1391.74,1359.02,1294.37,1140.86
2000-05-22,1598.45,1312.62,1325.28,1328.59,1420.91,1199.1,1292.64,1438.61,1334.46,1382.95,1465.93,1399.75,1400.74,1479.89,1500.93,1433.56,1563.9,1478.27,1275.41,339.78,1376.91,391.46,1249.46,1010.16,556.85,1214.79,369.16,1456.49,1383.36,1334.66,1194.46
2000-05-23,1594.74,1314.73,1349.75,1325.18,1415.83,1189.09,1294.54,1462.3,1330.58,1403.35,1454.87,1406.05,1398.42,1477.49,1501.62,1431.32,1573.99,1486.8,1280.51,343.2,1354.65,391.34,1232.82,1010.08,550.63,1217.02,370.86,1451.96,1388.85,1345.07,1193.04
2000-05-24,1591.3,1328.88,1359.34,1342.19,1447.09,1200.6,1314.86,1485.68,1352.92,1436.71,1465.15,1419.98,1419.91,1495.85,1521.36,1449.73,1574.61,1510.18,1281.47,343.64,1379.48,397.17,1252.47,1008.94,551.17,1235.61,371.77,1457.51,1400.94,1352.43,1201.47
